"figure","selected_grid","grid_path","valid_pixels","flood_pixels","permanent_water_pixels","vv_source","vh_source","label_source","valid_source","event_metric_source","loo_source","flood_fraction","pixel_prediction_mask_status","prediction_runtime","r19_threshold","r19_tile_precision","r19_tile_recall","r19_tile_f1","r20_threshold","r20_tile_precision","r20_tile_recall","r20_tile_f1"
"fig02_larkana_case","f0dbb77038e95910ba23f5ec09d6c288","<KuroSiwo raw root>\1111009\01\f0dbb77038e95910ba23f5ec09d6c288","50176","27611","0","<KuroSiwo raw root>\1111009\01\f0dbb77038e95910ba23f5ec09d6c288\MS1_IVV_1111009_01_20220911.tif","<KuroSiwo raw root>\1111009\01\f0dbb77038e95910ba23f5ec09d6c288\MS1_IVH_1111009_01_20220911.tif","<KuroSiwo raw root>\1111009\01\f0dbb77038e95910ba23f5ec09d6c288\MK0_MLU_1111009_01_20220911.tif","<KuroSiwo raw root>\1111009\01\f0dbb77038e95910ba23f5ec09d6c288\MK0_MNA_1111009_01_20220911.tif","results/r56_kuro_local_14event_full_metric_rank_reversal_event_weighted_deltas.csv","results/r56_kuro_local_14event_full_metric_rank_reversal_leave_one_event_out.csv","0.5502830038265306","PAIRED_PIXEL_MASKS_REGENERATED_FROM_FIXED_CHECKPOINTS","paired masks regenerated from fixed checkpoints","0.85","0.9080516709217696","0.8630618231864112","0.884985330708954","0.83","0.8358806404657934","0.9982977798703415","0.9098981629722548"
