model,event,aoi,region,aoi_name,threshold,tp,fp,fn,tn,precision,recall,f1,iou
r19,1111011,01,Philippines,Tuguegarao,0.7,7605872,3646608,2933486,149798749,0.6759285064270276,0.7216636914696322,0.6980477736664524,0.5361546756844052
r19,1111011,01,Philippines,Tuguegarao,0.75,7392186,3456255,3147172,149989102,0.6814053742837335,0.701388642458108,0.6912526155683435,0.5281787943121891
r19,1111011,01,Philippines,Tuguegarao,0.8,7150858,3260665,3388500,150184692,0.6868215149695198,0.6784908530481648,0.6826307686058644,0.5181772523132752
r19,1111011,01,Philippines,Tuguegarao,0.85,6860694,3044363,3678664,150400994,0.6926455849774514,0.6509593848126233,0.6711558144363632,0.5050673523109022
r19,1111011,01,Philippines,Tuguegarao,0.9,6463801,2774914,4075557,150670443,0.6996428615884351,0.6133012086694465,0.6536330409944386,0.48547911594415377
r19,1111011,01,Philippines,Tuguegarao,0.95,5683092,2292765,4856266,151152592,0.7125368471375553,0.5392256340471592,0.6138834466680511,0.442880106432895
r19,1111013,01,USA,St Louis,0.05,15562636,116020333,455636,300527199,0.11827241867448667,0.9715552339228601,0.21087405355893996,0.11786428673644349
r19,1111013,01,USA,St Louis,0.1,13355746,63837151,2662526,352710381,0.17301781017494394,0.8337819460176479,0.28656964918013206,0.16724907962731597
r19,1111013,01,USA,St Louis,0.15,12309715,38226099,3708557,378321433,0.24358398580460186,0.7684795838152829,0.36991613106969873,0.2269307353568539
r19,1111013,01,USA,St Louis,0.2,11405505,24817360,4612767,391730172,0.31487031740863125,0.7120309231857219,0.4366484213389153,0.2793027667601667
r19,1111013,01,USA,St Louis,0.25,10590930,17677532,5427342,398870000,0.37465533144321755,0.661178059655873,0.47828905152500073,0.3143100547474694
r19,1111013,01,USA,St Louis,0.3,9797675,13533281,6220597,403014251,0.41994314334997673,0.6116561761468403,0.49798562757063497,0.3315451813987576
r19,1111013,01,USA,St Louis,0.35,8994980,10826951,7023292,405720581,0.45378929025633274,0.5615449656492286,0.5019491658571241,0.3350681795416637
r19,1111013,01,USA,St Louis,0.4,8176479,8903927,7841793,407643605,0.4787051900288553,0.5104470070179855,0.4940668023055181,0.32808015857669703
r19,1111013,01,USA,St Louis,0.45,7343943,7418344,8674329,409129188,0.49748003137996166,0.4584728614921759,0.47718061260680805,0.3133533868541431
r19,1111013,01,USA,St Louis,0.5,6519128,6159091,9499144,410388441,0.514199036946751,0.4069807280086142,0.45435018518466247,0.2939541549642309
r19,1111013,01,USA,St Louis,0.55,5730210,5351486,10288062,411196046,0.5170878176048143,0.3577295977993132,0.4228942262957653,0.2681457600034591
r19,1111013,01,USA,St Louis,0.6,5004022,4661881,11014250,411885651,0.5176983464452313,0.31239462034356763,0.3896579897933261,0.24197219430629938
r19,1111013,01,USA,St Louis,0.65,4356567,4063818,11661705,412483714,0.517383350048721,0.27197484223017315,0.3565308028178472,0.21693792827340183
r19,1111013,01,USA,St Louis,0.7,3789755,3542404,12228517,413005128,0.5168675420159329,0.23658950228838665,0.32459829114075023,0.1937435597829032
r19,1111013,01,USA,St Louis,0.75,3285815,3077983,12732457,413469549,0.5163292423801007,0.20512917997646687,0.29361135944977385,0.17206593648859422
r19,1111013,01,USA,St Louis,0.8,2811222,2641714,13207050,413905818,0.5155428195012742,0.17550095291177475,0.26185969601710346,0.15065509695452076
r19,1111013,01,USA,St Louis,0.85,2321558,2193457,13696714,414354075,0.5141861101236651,0.14493186281266793,0.2261262894732831,0.12747597990284174
r19,1111013,01,USA,St Louis,0.9,1750362,1672664,14267910,414874868,0.5113493149044149,0.10927283542194814,0.18006637211157406,0.09894117530016501
r19,1111013,01,USA,St Louis,0.95,961528,943382,15056744,415604150,0.5047629546802737,0.06002694922398621,0.10729434092673946,0.05668833947444041
r19,118,01,Spain,Zaragoza,0.05,535155,7345298,16227,532888,0.06790916715067015,0.9705703124149864,0.12693678185116292,0.06776961963761986
r19,118,01,Spain,Zaragoza,0.1,498167,5536803,53215,2341383,0.08254672351312434,0.9034879629730387,0.1512725101846971,0.08182520734833124
r19,118,01,Spain,Zaragoza,0.15,439778,3379143,111604,4499043,0.11515765840665465,0.7975922318827963,0.20125744141767746,0.11188785213171268
r19,118,01,Spain,Zaragoza,0.2,386996,2079701,164386,5798485,0.1568883409676989,0.7018654943396774,0.2564518688874612,0.1470861998652266
r19,118,01,Spain,Zaragoza,0.25,337530,1289879,213852,6588307,0.2074033018128817,0.6121527362155457,0.30983237951689724,0.18331458712262955
r19,118,01,Spain,Zaragoza,0.3,288198,835946,263184,7042240,0.2563710698985183,0.52268300379773,0.344008985834896,0.20773602205102182
r19,118,01,Spain,Zaragoza,0.35,243605,555758,307777,7322428,0.30474890631665463,0.44180803871000507,0.3606972448537659,0.2200308904022978
r19,118,01,Spain,Zaragoza,0.4,206790,367906,344592,7510280,0.35982502053259463,0.37503944633665953,0.36727473585311143,0.2249458276405218
r19,118,01,Spain,Zaragoza,0.45,175508,233989,375874,7644197,0.42859410447451385,0.31830563928456135,0.3653071822778935,0.2234714548920192
r19,118,01,Spain,Zaragoza,0.5,150619,126534,400763,7751652,0.5434507293805226,0.27316633477335134,0.36357908839095515,0.2221794440609161
r19,118,01,Spain,Zaragoza,0.55,132339,99852,419043,7778334,0.5699574918924506,0.2400132757326137,0.3377834611452922,0.20321267010014835
r19,118,01,Spain,Zaragoza,0.6,118204,83159,433178,7795027,0.5870194623639894,0.21437769096561005,0.3140612026649131,0.18628268307327658
r19,118,01,Spain,Zaragoza,0.65,105463,70405,445919,7807781,0.599671344417404,0.19127029899416376,0.2900323135097972,0.16961274520052688
r19,118,01,Spain,Zaragoza,0.7,92040,60371,459342,7817815,0.6038934197662899,0.1669260149950488,0.2615541785723927,0.15045287885797046
r19,118,01,Spain,Zaragoza,0.75,76718,51628,474664,7826558,0.5977435993330529,0.13913765774000603,0.2257314690582115,0.1272250874778196
r19,118,01,Spain,Zaragoza,0.8,59367,42524,492015,7835662,0.5826520497394274,0.10766945602141528,0.18175249857257225,0.09996026307193394
r19,118,01,Spain,Zaragoza,0.85,39901,27742,511481,7850444,0.5898762621409458,0.0723654381173125,0.1289156334558378,0.06889888866633052
r19,118,01,Spain,Zaragoza,0.9,16586,5345,534796,7872841,0.7562810633350052,0.030080778842980004,0.05786019155330509,0.029791980629644332
r19,118,01,Spain,Zaragoza,0.95,6,78,551376,7878108,0.07142857142857142,1.0881748044005788e-05,2.176018104470629e-05,1.088020890001088e-05
r19,118,02,Spain,Trespaderne,0.05,64892,5314151,1847,3349734,0.012063855968431559,0.9723250273453303,0.023832022655332148,0.012059715028554756
r19,118,02,Spain,Trespaderne,0.1,56551,3483934,10188,5179951,0.015972670410974766,0.8473456299914592,0.03135430458435628,0.015926839785021036
r19,118,02,Spain,Trespaderne,0.15,44180,2511304,22559,6152581,0.017288310159640993,0.6619817498014654,0.03369660017473724,0.01713702990989677
r19,118,02,Spain,Trespaderne,0.2,35172,1914354,31567,6749531,0.01804130850268219,0.5270081961072237,0.03488827113499466,0.017753835887563078
r19,118,02,Spain,Trespaderne,0.25,27852,1491588,38887,7172297,0.018330437529616175,0.417327199988013,0.03511835675544816,0.01787301381545722
r19,118,02,Spain,Trespaderne,0.3,21837,1164693,44902,7499192,0.018404085863821393,0.32719998801300587,0.03484806533952407,0.017733013272352837
r19,118,02,Spain,Trespaderne,0.35,16878,899885,49861,7764000,0.01841042886765718,0.25289560826503243,0.03432224845501077,0.017460770682292185
r19,118,02,Spain,Trespaderne,0.4,12849,683183,53890,7980702,0.01846035814445313,0.19252610917154886,0.03369032121042882,0.017133781913318984
r19,118,02,Spain,Trespaderne,0.45,9958,502570,56781,8161315,0.01942918240564418,0.14920810920151636,0.034381381987926125,0.017491379900897403
r19,118,02,Spain,Trespaderne,0.5,7768,340861,58971,8323024,0.022281565790568197,0.11639371282158857,0.0374029776005855,0.019057899901864572
r19,118,02,Spain,Trespaderne,0.55,5924,246946,60815,8416939,0.0234270573812631,0.0887636913948366,0.0370702952670294,0.018885187369494877
r19,118,02,Spain,Trespaderne,0.6,4146,177210,62593,8486675,0.022861112949116656,0.06212259698227423,0.03342268082790866,0.016995355586618514
r19,118,02,Spain,Trespaderne,0.65,2680,126485,64059,8537400,0.020748654821352533,0.04015643027315363,0.02736033975824894,0.013869912640251728
r19,118,02,Spain,Trespaderne,0.7,1510,91853,65229,8572032,0.016173430588134485,0.022625451385247006,0.01886297485353087,0.009521287328490719
r19,118,02,Spain,Trespaderne,0.75,786,65774,65953,8598111,0.01180889423076923,0.011777221714439833,0.011793036706952042,0.005931493513843924
r19,118,02,Spain,Trespaderne,0.8,365,44459,66374,8619426,0.008142959129038015,0.005469066063321296,0.006543388040837912,0.0032824331372866417
r19,118,02,Spain,Trespaderne,0.85,97,27535,66642,8636350,0.0035104226983207875,0.0014534230360059336,0.002055716268769008,0.0010289157137704987
r19,118,02,Spain,Trespaderne,0.9,5,13745,66734,8650140,0.0003636363636363636,7.491871319618214e-05,0.0001242405794580626,6.212414889916008e-05
r19,118,02,Spain,Trespaderne,0.95,0,2966,66739,8660919,0.0,0.0,0.0,0.0
r19,130,06,Myanmar,Pathein,0.05,7707213,1320035,159509,9325809,0.8537721573618007,0.9797235748257025,0.9124217694242385,0.8389481728971387
r19,130,06,Myanmar,Pathein,0.1,7345966,1038542,520756,9607302,0.8761356062872144,0.9338026690151248,0.9040504626419047,0.8249015413804689
r19,130,06,Myanmar,Pathein,0.15,7017750,862230,848972,9783614,0.8905796715220089,0.8920805896026325,0.8913294987102697,0.8039624917172188
r19,130,06,Myanmar,Pathein,0.2,6769761,754362,1096961,9891482,0.8997408734546205,0.860556785914133,0.8797127123299597,0.7852563552332862
r19,130,06,Myanmar,Pathein,0.25,6562130,681601,1304592,9964243,0.9059047057379684,0.8341632003774889,0.8685550327313152,0.7676511521616579
r19,130,06,Myanmar,Pathein,0.3,6372381,626365,1494341,10019479,0.9105032530113252,0.8100427344451729,0.857340111996474,0.7503020986362202
r19,130,06,Myanmar,Pathein,0.35,6188239,580753,1678483,10065091,0.9142039169199786,0.7866350177367396,0.8456354093828288,0.7325548758652733
r19,130,06,Myanmar,Pathein,0.4,6000956,540700,1865766,10105144,0.9173450881550482,0.7628280241757621,0.8329814778596175,0.7137688580399556
r19,130,06,Myanmar,Pathein,0.45,5802334,504522,2064388,10141322,0.9200041986054541,0.7375796424482777,0.8187535991264873,0.6931268518753008
r19,130,06,Myanmar,Pathein,0.5,5589072,468781,2277650,10177063,0.9226159829233228,0.7104702568617526,0.8027637468288978,0.6705140649580476
r19,130,06,Myanmar,Pathein,0.55,5362895,437375,2503827,10208469,0.9245940275194086,0.6817191455348238,0.7847952204845076,0.6458131450054112
r19,130,06,Myanmar,Pathein,0.6,5128410,404907,2738312,10240937,0.9268238201426017,0.6519119399414394,0.7654321006080654,0.6200000024179034
r19,130,06,Myanmar,Pathein,0.65,4891738,372068,2974984,10273776,0.9293157840543516,0.6218267278289483,0.7450938758898348,0.5937447125123956
r19,130,06,Myanmar,Pathein,0.7,4658552,339676,3208170,10306168,0.9320407152294773,0.5921846481927289,0.7242238796108809,0.5676731740283618
r19,130,06,Myanmar,Pathein,0.75,4430888,308765,3435834,10337079,0.9348549355828369,0.5632445127716474,0.7029598913248256,0.5419723620134189
r19,130,06,Myanmar,Pathein,0.8,4194900,279002,3671822,10366842,0.9376378829934138,0.5332462492001115,0.6798521695499352,0.5149818481451127
r19,130,06,Myanmar,Pathein,0.85,3921370,246603,3945352,10399241,0.9408338297776881,0.4984757310605358,0.6516775040829867,0.4833246541954131
r19,130,06,Myanmar,Pathein,0.9,3544523,205732,4322199,10440112,0.9451418636866027,0.4505717883509802,0.6102315602415327,0.43908865878950815
r19,130,06,Myanmar,Pathein,0.95,2843209,132423,5023513,10513421,0.9554975211988579,0.36142233067343676,0.5244634144946752,0.3554391125551543
r20,1111002,01,Cameroon,Djagala,0.05,116810,1116173,0,188279,0.09473772144465901,1.0,0.1730783905384011,0.09473772144465901
r20,1111002,01,Cameroon,Djagala,0.1,116810,871764,0,432688,0.11816009727142328,1.0,0.21134736887814554,0.11816009727142328
r20,1111002,01,Cameroon,Djagala,0.15,116810,706687,0,597765,0.14184629695068712,1.0,0.24845077192874243,0.14184629695068712
r20,1111002,01,Cameroon,Djagala,0.2,116794,610501,16,693951,0.16058683202826912,0.9998630254259053,0.2767286060383483,0.16058329930387413
r20,1111002,01,Cameroon,Djagala,0.25,116783,545744,27,758708,0.1762690426201498,0.9997688554062152,0.2996983333269176,0.17626185941070463
r20,1111002,01,Cameroon,Djagala,0.3,116765,487463,45,816989,0.19324658903592684,0.9996147590103587,0.3238802947972229,0.1932321980296985
r20,1111002,01,Cameroon,Djagala,0.35,116725,416494,85,887958,0.21890630303871392,0.999272322575122,0.3591378230817394,0.21887141292771103
r20,1111002,01,Cameroon,Djagala,0.4,116641,342983,169,961469,0.25377482463927037,0.9985532060611249,0.40469854311161385,0.2536815480009483
r20,1111002,01,Cameroon,Djagala,0.45,116445,289497,365,1014955,0.2868513235880988,0.996875267528465,0.4455076212047012,0.28659363486230854
r20,1111002,01,Cameroon,Djagala,0.5,116106,245851,704,1058601,0.32077290948924875,0.993973118739834,0.48502089743027405,0.3201502229354687
r20,1111002,01,Cameroon,Djagala,0.55,115562,208256,1248,1096196,0.35687330537524165,0.9893159832206146,0.5245331662990095,0.35550319012139076
r20,1111002,01,Cameroon,Djagala,0.6,114436,176166,2374,1128286,0.39378944398180327,0.9796763975687013,0.5617703945882792,0.3905985473212823
r20,1111002,01,Cameroon,Djagala,0.65,112883,149425,3927,1155027,0.4303452429967824,0.9663813029706361,0.5955032470101657,0.42399759610870097
r20,1111002,01,Cameroon,Djagala,0.7,110425,125113,6385,1179339,0.4688203177406618,0.9453385840253403,0.6267951002985684,0.45644688599265054
r20,1111002,01,Cameroon,Djagala,0.75,107147,103497,9663,1200955,0.5086639068760563,0.9172759181576919,0.6544247436281126,0.4863531344895986
r20,1111002,01,Cameroon,Djagala,0.8,101805,81821,15005,1222631,0.5544149521309618,0.8715435322318295,0.6777150541213436,0.5125332903726004
r20,1111002,01,Cameroon,Djagala,0.83,97122,68562,19688,1235890,0.586188165423336,0.8314527865764917,0.6876039845094055,0.5239302591545649
r20,1111002,01,Cameroon,Djagala,0.85,93081,59496,23729,1244956,0.610059183232073,0.7968581457067032,0.6910578461469931,0.5279514026748948
r20,1111002,01,Cameroon,Djagala,0.9,78290,37721,38520,1266731,0.6748497987259828,0.670233712867049,0.6725338350062924,0.5066297377225282
r20,1111002,01,Cameroon,Djagala,0.95,55246,23127,61564,1281325,0.7049111301085833,0.4729560825271809,0.5660943832198502,0.39479194208822543
r20,1111003,01,Djibouti,Djibouti,0.05,6961,774061,0,34468,0.008912681076845466,1.0,0.01766789385050185,0.008912681076845466
r20,1111003,01,Djibouti,Djibouti,0.1,6961,714502,0,94027,0.009648450440285918,1.0,0.019112494920540783,0.009648450440285918
r20,1111003,01,Djibouti,Djibouti,0.15,6961,671499,0,137030,0.010260000589570498,1.0,0.020311604109007456,0.010260000589570498
r20,1111003,01,Djibouti,Djibouti,0.2,6961,636812,0,171717,0.01081281756146965,1.0,0.021394302433866988,0.01081281756146965
r20,1111003,01,Djibouti,Djibouti,0.25,6961,606096,0,202433,0.011354572250214906,1.0,0.022454186813931208,0.011354572250214906
r20,1111003,01,Djibouti,Djibouti,0.3,6959,579290,2,229239,0.011870382721335133,0.9997126849590576,0.02346218034085737,0.011870342225429039
r20,1111003,01,Djibouti,Djibouti,0.35,6951,550055,10,258474,0.01247921925437069,0.998563424795288,0.02465037847959189,0.012478995217372571
r20,1111003,01,Djibouti,Djibouti,0.4,6939,519776,22,288753,0.013174107439507135,0.9968395345496337,0.0260045420817125,0.013173557202171102
r20,1111003,01,Djibouti,Djibouti,0.45,6915,486757,46,321772,0.014007276086146268,0.9933917540583249,0.027625026716177326,0.014005971019893948
r20,1111003,01,Djibouti,Djibouti,0.5,6876,451193,85,357336,0.015010838978407184,0.9877891107599482,0.02957228565898974,0.015008054060425097
r20,1111003,01,Djibouti,Djibouti,0.55,6800,414321,161,394208,0.016147378069485966,0.9768711392041374,0.03176961423278717,0.016141207077444562
r20,1111003,01,Djibouti,Djibouti,0.6,6694,373195,267,435334,0.017620936642019115,0.9616434420341905,0.03460772909396406,0.01760856069613527
r20,1111003,01,Djibouti,Djibouti,0.65,6570,328877,391,479652,0.019585806401607408,0.9438299094957621,0.038375271605803604,0.0195630035910171
r20,1111003,01,Djibouti,Djibouti,0.7,6359,284218,602,524311,0.02188404450455473,0.9135181726763396,0.04274412007877985,0.021838800188200384
r20,1111003,01,Djibouti,Djibouti,0.75,6043,240817,918,567712,0.02447946204326339,0.8681223962074415,0.04761623348737891,0.024388767364334204
r20,1111003,01,Djibouti,Djibouti,0.8,5473,196704,1488,611825,0.027070339356108756,0.7862376095388593,0.05233864720901988,0.026872560331917608
r20,1111003,01,Djibouti,Djibouti,0.83,4920,169945,2041,638584,0.02813599062133646,0.7067950007182876,0.05411767294006359,0.027811380054944435
r20,1111003,01,Djibouti,Djibouti,0.85,4450,153406,2511,655123,0.0281902493411717,0.6392759660968251,0.05399928405443614,0.027748851072851646
r20,1111003,01,Djibouti,Djibouti,0.9,2810,109810,4151,698719,0.024951163203693838,0.40367763252406264,0.04699743270251963,0.024064194020775705
r20,1111003,01,Djibouti,Djibouti,0.95,876,57706,6085,750823,0.014953398654876925,0.12584398793276827,0.026730543307447018,0.013546321926175638
r20,1111004,01,USA,Houston,0.05,16068493,103822053,76853,126686167,0.13402635600641938,0.9952399285837541,0.23623902139003133,0.13394049661775195
r20,1111004,01,USA,Houston,0.1,15963638,63196871,181708,167311349,0.20166163913877816,0.988745487399279,0.3349980544217352,0.2011997975806499
r20,1111004,01,USA,Houston,0.15,15871156,48780762,274190,181727458,0.24548623599998998,0.9830173970876809,0.3928636989490139,0.24444952098468617
r20,1111004,01,USA,Houston,0.2,15783369,40930766,361977,189577454,0.27829691839609294,0.9775801026500145,0.4332550488521871,0.2765319578880916
r20,1111004,01,USA,Houston,0.25,15693479,35588835,451867,194919385,0.3060212727530197,0.9720125539582738,0.46549083862616625,0.3033483607288574
r20,1111004,01,USA,Houston,0.3,15598532,31273954,546814,199234266,0.33278653067387975,0.9661317880706923,0.49505136895220386,0.328949014430833
r20,1111004,01,USA,Houston,0.35,15494901,27610042,650445,202898178,0.3594692376695638,0.9597131582067056,0.5230320817506898,0.3541255536346747
r20,1111004,01,USA,Houston,0.4,15377884,24479273,767462,206028947,0.38582490968936894,0.9524654349309083,0.5491855962223688,0.37853607931683003
r20,1111004,01,USA,Houston,0.45,15244499,21779869,900847,208728351,0.41174231522331456,0.9442039210556404,0.5734279104830243,0.4019620983032001
r20,1111004,01,USA,Houston,0.5,15087915,19407360,1057431,211100860,0.43739077308413976,0.9345055225202359,0.5958819106898393,0.42438162090953074
r20,1111004,01,USA,Houston,0.55,14897979,17250569,1247367,213257651,0.4634106336622108,0.9227413893762326,0.6169715368158136,0.4461018361077994
r20,1111004,01,USA,Houston,0.6,14663934,15243557,1481412,215264663,0.4903097354438726,0.9082452615137514,0.6368308645132982,0.4671693687415581
r20,1111004,01,USA,Houston,0.65,14363330,13338955,1782016,217169265,0.5184889982902132,0.8896266453503071,0.6551473670265104,0.487151789693098
r20,1111004,01,USA,Houston,0.7,13961949,11481505,2183397,219026715,0.5487442467520329,0.8647661685293087,0.6714283172392567,0.5053760560695101
r20,1111004,01,USA,Houston,0.75,13397714,9661009,2747632,220847211,0.5810258443193059,0.8298189459674633,0.6834858902018562,0.5191633611178332
r20,1111004,01,USA,Houston,0.8,12558068,7888294,3587278,222619926,0.6141957185341823,0.7778134949848705,0.6863887304741281,0.5225204338585416
r20,1111004,01,USA,Houston,0.83,11839114,6870935,4306232,223637285,0.632767664050479,0.7332833870515999,0.6793274900485277,0.5143799730286575
r20,1111004,01,USA,Houston,0.85,11226823,6217627,4918523,224290593,0.6435756358039376,0.6953597030376432,0.6684662806526125,0.5020273020049705
r20,1111004,01,USA,Houston,0.9,9014321,4643525,7131025,225864695,0.660010443813761,0.5583231848979886,0.6049231907776859,0.4336128210137049
r20,1111004,01,USA,Houston,0.95,5350133,2854960,10795213,227653260,0.6520502570781342,0.33137307803747285,0.43942805302195986,0.2815814124256736
r20,1111005,01,Madagascar,Farihy Alaotra,0.05,10206305,47095545,59,10221855,0.17811475545728453,0.9999942192929823,0.30237224169491433,0.17811457206425704
r20,1111005,01,Madagascar,Farihy Alaotra,0.1,10205259,38086745,1105,19230655,0.2113239906134357,0.9998917342160244,0.3489074772137233,0.21131915528569511
r20,1111005,01,Madagascar,Farihy Alaotra,0.15,10202748,33239547,3616,24077853,0.23485748163166795,0.9996457112444745,0.38035426011300677,0.23483793446062162
r20,1111005,01,Madagascar,Farihy Alaotra,0.2,10198666,29874914,7698,27442486,0.254498500009233,0.9992457647013178,0.4056753126057579,0.25444962109242125
r20,1111005,01,Madagascar,Farihy Alaotra,0.25,10192868,27208114,13496,30109286,0.27252942182106343,0.9986776877642224,0.4282056806947399,0.2724311161043059
r20,1111005,01,Madagascar,Farihy Alaotra,0.3,10184988,24854854,21376,32462546,0.2906687764174279,0.9979056204540618,0.45020296287383743,0.2904915625007665
r20,1111005,01,Madagascar,Farihy Alaotra,0.35,10174599,22678336,31765,34639064,0.30970137066901327,0.9968877261285214,0.47258544548066145,0.30940221440365884
r20,1111005,01,Madagascar,Farihy Alaotra,0.4,10161405,20625263,44959,36692137,0.3300586149823034,0.9955950032744276,0.49576254813257037,0.32957732006812357
r20,1111005,01,Madagascar,Farihy Alaotra,0.45,10144174,18666045,62190,38651355,0.35210332833637953,0.9939067428910041,0.5199929476140952,0.35134491202310136
r20,1111005,01,Madagascar,Farihy Alaotra,0.5,10121472,16800194,84892,40517206,0.37596009102854183,0.9916824444042952,0.5452199860859841,0.37477830384753213
r20,1111005,01,Madagascar,Farihy Alaotra,0.55,10091179,15006092,115185,42311308,0.40208272046789467,0.988714394274004,0.5716793185744187,0.4002457753421563
r20,1111005,01,Madagascar,Farihy Alaotra,0.6,10047546,13256738,158818,44060662,0.4311458785861003,0.9844393164892022,0.5996628892404587,0.42822752081118687
r20,1111005,01,Madagascar,Farihy Alaotra,0.65,9986162,11514530,220202,45802870,0.46445770210558807,0.9784250297167532,0.6299015588202197,0.4597491245065696
r20,1111005,01,Madagascar,Farihy Alaotra,0.7,9898598,9775710,307766,47541690,0.5031230577461734,0.9698456766778061,0.6625418598350131,0.4953739036298234
r20,1111005,01,Madagascar,Farihy Alaotra,0.75,9770699,8041221,435665,49276179,0.5485483316790105,0.9573143775785382,0.6974516355105831,0.5354516227763838
r20,1111005,01,Madagascar,Farihy Alaotra,0.8,9581782,6337877,624582,50979523,0.6018836207484093,0.9388046516859481,0.7335048277344011,0.5791611715520827
r20,1111005,01,Madagascar,Farihy Alaotra,0.83,9423807,5350880,782557,51966520,0.6378346289163351,0.9233265637008439,0.754476422949539,0.6057504144050193
r20,1111005,01,Madagascar,Farihy Alaotra,0.85,9293236,4723888,913128,52593512,0.6629916379422769,0.9105334671583337,0.7672913165932173,0.622443345229538
r20,1111005,01,Madagascar,Farihy Alaotra,0.9,8812257,3359349,1394107,53958051,0.7240011712505318,0.8634080657911084,0.7875832347616875,0.6495977763940606
r20,1111005,01,Madagascar,Farihy Alaotra,0.95,7645201,2398090,2561163,54919310,0.7612246822281661,0.749062153769942,0.7550944448189365,0.6065475743733127
r20,1111006,01,Madagascar,Ambato Boeny,0.05,2688622,21104411,14,9633971,0.11300038965187835,0.9999947928987041,0.20305532857464537,0.11300032316163626
r20,1111006,01,Madagascar,Ambato Boeny,0.1,2688489,16103351,147,14635031,0.14306683113521615,0.9999453254363923,0.250319313221923,0.1430657119973529
r20,1111006,01,Madagascar,Ambato Boeny,0.15,2688174,13811631,462,16926751,0.1629215618002758,0.9998281656572329,0.28018680621317804,0.1629170000703625
r20,1111006,01,Madagascar,Ambato Boeny,0.2,2687551,12348057,1085,18390325,0.1787457480934592,0.9995964496495621,0.30326269487149915,0.17873285036809622
r20,1111006,01,Madagascar,Ambato Boeny,0.25,2686415,11218829,2221,19519553,0.1931943804797672,0.9991739305729745,0.3237838287368596,0.1931635276450453
r20,1111006,01,Madagascar,Ambato Boeny,0.3,2684858,10226374,3778,20512008,0.20794746775520725,0.998594826521701,0.34421547669505925,0.20788663733129126
r20,1111006,01,Madagascar,Ambato Boeny,0.35,2682731,9311761,5905,21426621,0.223663578249083,0.9978037190605199,0.3654168239900926,0.22355352077102117
r20,1111006,01,Madagascar,Ambato Boeny,0.4,2679770,8497593,8866,22240789,0.2397497513501172,0.9967024171364216,0.3865238992156281,0.23955973009313505
r20,1111006,01,Madagascar,Ambato Boeny,0.45,2675672,7775872,12964,22962510,0.25600734207309467,0.9951782241999289,0.4072504334034998,0.2556901862944727
r20,1111006,01,Madagascar,Ambato Boeny,0.5,2669877,7128439,18759,23609943,0.27248325120357414,0.9930228561992028,0.42762669384810637,0.27196257541070024
r20,1111006,01,Madagascar,Ambato Boeny,0.55,2661829,6516128,26807,24222254,0.290024130642582,0.990029516825632,0.44862565017608674,0.28917949444439855
r20,1111006,01,Madagascar,Ambato Boeny,0.6,2650331,5935839,38305,24802543,0.30867441478563784,0.9857529989184107,0.4701333220278912,0.30730345905113066
r20,1111006,01,Madagascar,Ambato Boeny,0.65,2634156,5378424,54480,25359958,0.3287525366361397,0.9797369372425274,0.4923096590144522,0.3265323426378383
r20,1111006,01,Madagascar,Ambato Boeny,0.7,2611391,4833947,77245,25904435,0.3507417661897955,0.9712698185994683,0.5153735346074502,0.3471402043686324
r20,1111006,01,Madagascar,Ambato Boeny,0.75,2578516,4305048,110120,26433334,0.37459025586164374,0.9590424289491029,0.5387509663400264,0.36869209418097815
r20,1111006,01,Madagascar,Ambato Boeny,0.8,2530074,3793439,158562,26944943,0.4001057639954247,0.9410251145934221,0.5614807300678228,0.3903185322601173
r20,1111006,01,Madagascar,Ambato Boeny,0.83,2488161,3490168,200475,27248214,0.41619673323432016,0.9254361691206991,0.5741712352594016,0.40269298071277226
r20,1111006,01,Madagascar,Ambato Boeny,0.85,2452427,3292212,236209,27446170,0.4269070693563164,0.9121454149985345,0.5816072640818661,0.4100467024074178
r20,1111006,01,Madagascar,Ambato Boeny,0.9,2314416,2805344,374220,27933038,0.45205556510461425,0.8608141823586384,0.5928019019527185,0.42126400168912154
r20,1111006,01,Madagascar,Ambato Boeny,0.95,1984451,2265370,704185,28473012,0.46694931386521926,0.7380883838496546,0.5720150748213904,0.4005750093964359
r20,1111007,01,Nepal,Patna,0.05,13740825,122110320,8524,69389215,0.10114618467146523,0.9993800433751445,0.18370026238014964,0.10113983863746938
r20,1111007,01,Nepal,Patna,0.1,13704947,85082276,44402,106417259,0.13873197953949976,0.9967706107394612,0.24356432324951216,0.13866965154119443
r20,1111007,01,Nepal,Patna,0.15,13656950,68780271,92399,122719264,0.165664851802804,0.9932797545541975,0.2839679177664824,0.1654793757683605
r20,1111007,01,Nepal,Patna,0.2,13606780,59042241,142569,132457294,0.18729474688998218,0.9896308545226395,0.3149777015469158,0.18692791296357175
r20,1111007,01,Nepal,Patna,0.25,13555452,52132048,193897,139367487,0.20636273263558516,0.9858977323217266,0.3412887638581938,0.2057553819024208
r20,1111007,01,Nepal,Patna,0.3,13502602,46567581,246747,144931954,0.22478043724288305,0.9820539139707632,0.36582735311841313,0.22386089610329968
r20,1111007,01,Nepal,Patna,0.35,13444765,41748257,304584,149751278,0.24359537696631287,0.9778473875381299,0.39002908675711195,0.2422584678697672
r20,1111007,01,Nepal,Patna,0.4,13380445,37480749,368904,154018786,0.2630776815817576,0.9731693478723974,0.4141876659355734,0.26118327940735153
