mechanism_regime,baseline_n_grids,baseline_lambda_star,loo_lambda_min,loo_lambda_max,loo_delta_f1_min,loo_delta_f1_max,loo_delta_fp_min,loo_delta_fp_max,top_event_aoi,top_event_aoi_grid_share
low_signal_low_memory,3907,11.202618567801407,-0.051571519150874885,23.045694207560533,-0.0026089396956835292,0.31605012965608176,0.013714064189587143,0.050588769511539004,1111004:1,0.6516508830304582
memory_dominated_low_signal,337,0.3441478460920588,0.31626183789522266,0.4045594044261752,0.027898281240053512,0.049058175063013625,0.06895966558885036,0.15511885780941603,1111004:1,0.7893175074183977
mixed_transition,1128,11.453391312497681,5.217473706765036,13.700860096651965,0.2854186832378488,0.5282847213836129,0.03800203199967078,0.054704383630677755,1111004:1,0.7872340425531915
signal_plus_memory,139,1.8960607110500833,1.763994991504859,2.5554123433081495,0.23226415161967195,0.4050630928170655,0.09089106586962428,0.20681346404825765,1111004:1,0.49640287769784175
signal_rich_low_memory,1592,16.79722570105621,6.091558404375788,30.10514143818185,0.407343990476508,0.7313633041129102,0.02429363454792922,0.06687024295521783,1111004:1,0.7738693467336684
