control_family,control_column,control_bin,model,n_model_rows,n_grids,valid_pixels,flood_pixels,tp,fp,fn,tn,precision,recall,f1,iou,fp_rate_valid,fp_rate_nonflood,predicted_positive_rate
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,multi_candidate_source_dates,r19,41474,41474,2062071880,190800281,108147036,68088557,82653245,1803183042,0.6136503651677219,0.5668075300161639,0.5892995407854874,0.41773541430163935,0.033019487662088676,0.036386250417302465,0.08546530055974576
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,multi_candidate_source_dates,r20,41474,41474,2062071880,190800281,181978058,432560819,8822223,1438710780,0.29612131113390894,0.953762002059106,0.45192899461620367,0.2919304043835908,0.20977000035517676,0.2311587581573721,0.29802010442041427
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,two_candidates_per_source_date,r19,1762,1762,86920708,10948256,3338600,2092679,7609656,73879773,0.614698674106044,0.3049435453464004,0.4076550402682372,0.2560092508704322,0.02407572427965037,0.027545234422603603,0.0624854436298425
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,two_candidates_per_source_date,r20,1762,1762,86920708,10948256,10099452,13767904,848804,62204548,0.42314917496517,0.9224713050188085,0.5801680004935716,0.4086173580361998,0.1583961327144275,0.18122231990090304,0.27458768513482423
joint_rain_memory,official_rain_memory_regime,high__dry_or_trace,r19,11447,11447,570075947,16733605,3542383,986925,13191222,552355417,0.7821024756982744,0.21169275837454032,0.3331982781474956,0.19990276814519656,0.0017312167005004335,0.0017835703597755762,0.007945095778615617
joint_rain_memory,official_rain_memory_regime,high__dry_or_trace,r20,11447,11447,570075947,16733605,14392080,21213701,2341525,532128641,0.404206272009593,0.8600704988554468,0.5499521908797326,0.3792648679724458,0.0372120611501611,0.03833738969500368,0.06245796053556352
joint_rain_memory,official_rain_memory_regime,high__high,r19,1,1,48820,0,0,34020,0,14800,0.0,0.0,0.0,0.0,0.6968455551003687,0.6968455551003687,0.6968455551003687
joint_rain_memory,official_rain_memory_regime,high__high,r20,1,1,48820,0,0,42061,0,6759,0.0,0.0,0.0,0.0,0.8615526423596886,0.8615526423596886,0.8615526423596886
joint_rain_memory,official_rain_memory_regime,high__low,r19,2692,2692,133783435,27017962,13040944,5075006,13977018,101690467,0.7198597920616915,0.4826768207017243,0.57787784936524,0.40634895469935967,0.0379344871807186,0.047534149921295246,0.1354125045451255
joint_rain_memory,official_rain_memory_regime,high__low,r20,2692,2692,133783435,27017962,25638245,15558992,1379717,91206481,0.6223292353319714,0.9489333429368211,0.7516871716521709,0.6021624985197391,0.1162998393635206,0.14573055841751387,0.3079397460530147
joint_rain_memory,official_rain_memory_regime,high__moderate,r19,272,272,13291851,2717579,1433500,4566108,1284079,6008164,0.23893227690875804,0.5274915651026152,0.3288905010297473,0.1968096652148836,0.3435268722166687,0.4318129891116854,0.45137490632418314
joint_rain_memory,official_rain_memory_regime,high__moderate,r20,272,272,13291851,2717579,2637540,6998825,80039,3575447,0.27370694239996096,0.970547682330486,0.42699562180304523,0.27145227802384503,0.5265500643965991,0.6618729875683168,0.724982923747791
joint_rain_memory,official_rain_memory_regime,low__dry_or_trace,r19,9594,9594,478141022,32744916,19677411,15708742,13067505,429687364,0.5560765817069745,0.6009302634949498,0.5776340013100337,0.4061078525794688,0.03285378429629909,0.03526914983850353,0.07400777463515774
joint_rain_memory,official_rain_memory_regime,low__dry_or_trace,r20,9594,9594,478141022,32744916,32096271,186514375,648645,258881731,0.1468193410855206,0.9801909707143546,0.2553854049985176,0.1463849985723068,0.3900823531514516,0.41876067726555294,0.45720955940065733
joint_rain_memory,official_rain_memory_regime,low__high,r19,38,38,1903753,90158,85857,1500030,4301,313565,0.054138157384479475,0.9522948601344307,0.10245190314102545,0.05399172927980843,0.7879330984639289,0.8271030742806414,0.8330319111775529
joint_rain_memory,official_rain_memory_regime,low__high,r20,38,38,1903753,90158,90000,1792565,158,21030,0.04780711422978755,0.9982475210186561,0.09124443725753692,0.047803102208875126,0.9415953645247046,0.9884042468136491,0.9888704049317322
joint_rain_memory,official_rain_memory_regime,low__low,r19,2772,2772,138677859,49054917,36674405,14385304,12380512,75237638,0.7182650610092588,0.7476193467007599,0.7326482945658709,0.5780939035505567,0.10373180047436412,0.16050916962757147,0.3681893372755344
joint_rain_memory,official_rain_memory_regime,low__low,r20,2772,2772,138677859,49054917,48520047,38079892,534870,51543050,0.5602780736369802,0.9890965058609721,0.7153455236427364,0.5568388518531096,0.27459244233068236,0.4248900019372272,0.6244683875599781
joint_rain_memory,official_rain_memory_regime,low__missing_jrc_water_memory,r19,1800,1800,88689614,12196628,4226700,2831104,7969928,73661882,0.5988689966454155,0.34654660288073064,0.4390365812920371,0.28126000649998284,0.03192148293711144,0.03701128885202625,0.07957869790706272
joint_rain_memory,official_rain_memory_regime,low__missing_jrc_water_memory,r20,1800,1800,88689614,12196628,11290349,7941777,906279,68551209,0.5870567299735869,0.9256942984569178,0.7184725808729165,0.5606376969774916,0.08954573869269518,0.10382359763024547,0.21684755556608917
joint_rain_memory,official_rain_memory_regime,low__moderate,r19,208,208,9290876,1893792,1472707,2739685,421085,4657399,0.3496129989801519,0.7776498158192663,0.48236574593887116,0.3178405763101878,0.29487908352237185,0.37037364994097677,0.45339018624293337
joint_rain_memory,official_rain_memory_regime,low__moderate,r20,208,208,9290876,1893792,1851661,4289128,42131,3107956,0.30153470506802954,0.9777531006573056,0.4609228533510335,0.29948001914952804,0.46164947201964596,0.5798403803444708,0.6609483325361355
joint_rain_memory,official_rain_memory_regime,mid__dry_or_trace,r19,10917,10917,542987342,24179153,8350833,9348738,15828320,509459451,0.47180990996900435,0.34537326431575166,0.39881028848920996,0.24907122848854407,0.017217230084159124,0.01801964232295493,0.032596654895870485
joint_rain_memory,official_rain_memory_regime,mid__dry_or_trace,r20,10917,10917,542987342,24179153,21299296,116349904,2879857,402458285,0.15473606820816976,0.8808950421050729,0.26323318015848557,0.1515650674294356,0.2142773781271682,0.22426381554281904,0.25350351537292376
joint_rain_memory,official_rain_memory_regime,mid__high,r19,18,18,902197,60623,56786,545414,3837,296160,0.09429757555629359,0.9367071903402999,0.17134589475621698,0.09370054963640834,0.6045398067162715,0.6480879875091198,0.6674817140824011
joint_rain_memory,official_rain_memory_regime,mid__high,r20,18,18,902197,60623,60561,825999,62,15575,0.06831009745533297,0.9989772858486053,0.12787602818040442,0.0683053206439723,0.9155417275827785,0.9814930119038848,0.9826678652223406
joint_rain_memory,official_rain_memory_regime,mid__low,r19,2481,2481,123609403,27988454,18142514,8774393,9845940,86846556,0.6740192697474491,0.6482142243369355,0.6608649381250767,0.4935013330169995,0.07098483438189569,0.091762245530527,0.21775776232816205
joint_rain_memory,official_rain_memory_regime,mid__low,r20,2481,2481,123609403,27988454,27253238,28171257,735216,67449692,0.4917182917047778,0.973731453691583,0.653453410453094,0.48528095167726204,0.2279054531150838,0.29461386123662087,0.448384133042047
joint_rain_memory,official_rain_memory_regime,mid__missing_jrc_water_memory,r19,766,766,37189253,5429705,3899791,1143140,1529914,30616408,0.7733183341195824,0.7182325743295446,0.7447582442471982,0.5933185705733209,0.030738450164621484,0.03599358529913587,0.1356018363692328
joint_rain_memory,official_rain_memory_regime,mid__missing_jrc_water_memory,r20,766,766,37189253,5429705,5345058,13265953,84647,18493595,0.2871986911404222,0.9844103869363069,0.44466712222714166,0.28589836206888253,0.3567146938928835,0.41769967884933373,0.5004405708283519
joint_rain_memory,official_rain_memory_regime,mid__moderate,r19,230,230,10401216,1641045,881805,2542627,759240,6217544,0.25750401818462154,0.5373435828999205,0.34816267056389755,0.21077297646660637,0.24445478297922088,0.2902485579334011,0.32923381266190416
joint_rain_memory,official_rain_memory_regime,mid__moderate,r20,230,230,10401216,1641045,1603164,5284294,37881,3475877,0.232765702527696,0.9769165379377165,0.37595437323525593,0.23149249444684225,0.508045790030704,0.6032181335273021,0.6621781530159551
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__dry_or_trace,r19,9514,9514,473443146,20626178,9039759,6229924,11586419,446587044,0.5920069853447514,0.43826631380762837,0.5036658126127689,0.3365998163099023,0.013158758454177728,0.013758150511709623,0.032252411148011424
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__dry_or_trace,r20,9514,9514,473443146,20626178,19001831,86414805,1624347,366402163,0.18025457575785286,0.9212482797346169,0.3015139125662491,0.17751921243099944,0.18252414409226658,0.19083826602540213,0.22265954611580754
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__low,r19,1497,1497,74720993,19349389,12911155,3967473,6438234,51404131,0.7649410248273734,0.667264222141588,0.7127718307077089,0.5537260974482758,0.053097166414798586,0.07165176215592382,0.22588870038169861
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__low,r20,1497,1497,74720993,19349389,18826006,13261240,523383,42110364,0.5867130510359163,0.9729509288381147,0.7320076828509485,0.5772966231347454,0.17747676345789462,0.23949531965879117,0.4294274568861792
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__missing_jrc_water_memory,r19,188,188,9022935,834380,463338,138483,371042,8050072,0.7698933736110903,0.5553081329849708,0.6452272349065347,0.4762623308728978,0.01534788846423032,0.016911775032346976,0.0666990286420106
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__missing_jrc_water_memory,r20,188,188,9022935,834380,826504,3749677,7876,4438878,0.1806099889842644,0.9905606558162947,0.30551508429532537,0.18029967777451283,0.4155717624032535,0.45791681194056827,0.5071721119569187
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__moderate,r19,94,94,3370216,426469,204629,680327,221840,2263420,0.23123070525540254,0.4798215110594205,0.31207122023752787,0.18488411595271395,0.2018645095744605,0.2311091951855917,0.262581389442101
joint_hydro_memory,official_hydro_memory_regime,far_2_10km__moderate,r20,94,94,3370216,426469,406144,1232041,20325,1711706,0.24792315886178912,0.9523412018224068,0.3934257265381996,0.24488486653683125,0.3655673701626246,0.41852815476329996,0.4860771535118224
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__dry_or_trace,r19,13961,13961,695707425,33526446,14144444,13522561,19382002,648658418,0.5112387119603297,0.4218891558025566,0.4622862011818879,0.3006321472417048,0.019437137673210834,0.020421246500346848,0.03976816116343734
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__dry_or_trace,r20,13961,13961,695707425,33526446,30866741,160516171,2659705,501664808,0.16128263844161803,0.9206684478277238,0.27448160694140616,0.15907196819552274,0.23072367094544088,0.24240528811686088,0.2750910873202194
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__high,r19,25,25,1253134,54947,52753,792440,2194,405747,0.06241532998971833,0.9600706135002821,0.11721065612015909,0.062253728225710334,0.6323665306343934,0.6613658802841292,0.6744633854001248
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__high,r20,25,25,1253134,54947,54862,1177919,85,20268,0.04450263266549371,0.9984530547618614,0.08520743511052023,0.04449956442954871,0.9399784859400511,0.9830844434132568,0.9837583211372447
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__low,r19,3930,3930,196004125,52448086,33931040,14060980,18517046,129495059,0.7070142077787098,0.6469452479161966,0.675647235975637,0.5101716508844073,0.07173818408158501,0.09794767324278152,0.2448520917608239
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__low,r20,3930,3930,196004125,52448086,51152405,41642777,1295681,101913262,0.5512398801049821,0.9752959335827812,0.7043686871600824,0.5436490151014982,0.2124586765712201,0.29008028704386307,0.4734348422514067
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__missing_jrc_water_memory,r19,1540,1540,75537052,9880166,4727483,2116853,5152683,63540033,0.6907146288551584,0.47848214291136404,0.5653361756302221,0.3940548064481685,0.028024035145030546,0.03224114223144851,0.0906089901416857
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__missing_jrc_water_memory,r20,1540,1540,75537052,9880166,9307542,11914488,572624,53742398,0.43857924995865144,0.9420430790332875,0.5985134940310967,0.42705619460625527,0.1577303811115107,0.18146593184452883,0.28094861313888714
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__moderate,r19,265,265,12743669,2684120,1750799,4230831,933321,5828718,0.2926959708306933,0.6522804494582954,0.40407327698121914,0.2531903696786861,0.33199473401263013,0.4205785965156092,0.46938052141812536
joint_hydro_memory,official_hydro_memory_regime,mid_0_5_2km__moderate,r20,265,265,12743669,2684120,2615340,6629605,68780,3429944,0.2828940572388478,0.9743752142229111,0.43848197658408267,0.2808049410949969,0.5202273379824915,0.6590360064849826,0.7254539489373115
joint_hydro_memory,official_hydro_memory_regime,missing_hydrorivers__dry_or_trace,r19,3206,3206,159032386,5089939,2566066,618673,2523873,153323774,0.8057382410301127,0.5041447451531345,0.62022135483701,0.4495078663605093,0.003890232773090633,0.004018859074001857,0.020025726080724213
joint_hydro_memory,official_hydro_memory_regime,missing_hydrorivers__dry_or_trace,r20,3206,3206,159032386,5089939,4655424,11404635,434515,142537812,0.28987589647086603,0.9146325722174666,0.4402292614874006,0.28223972319624624,0.07171265732000022,0.07408375806836434,0.1009860909714327
joint_hydro_memory,official_hydro_memory_regime,missing_hydrorivers__high,r19,1,1,48820,0,0,34020,0,14800,0.0,0.0,0.0,0.0,0.6968455551003687,0.6968455551003687,0.6968455551003687
