model_name,negative_control_n_grids,plausible_control_n_grids,negative_control_fp_rate_valid,plausible_control_fp_rate_valid,negative_minus_plausible_fp_rate_valid,negative_to_plausible_fp_rate_ratio,negative_control_predicted_positive_rate,plausible_control_predicted_positive_rate
r19,48,5,0.0013629043304115682,0.025971990990108707,-0.02460908665969714,0.05247592804612565,0.0013629043304115682,0.025971990990108707
r20,48,5,0.020580961366511517,0.3305063167172657,-0.3099253553507542,0.062271007619251244,0.020585215125345512,0.3305063167172657
