model,event,aoi,region,aoi_name,grid_id,valid_pixels,flood_pixels,permanent_water_pixels,selected_threshold,selected_tp,selected_fp,selected_fn,selected_tn,selected_precision,selected_recall,selected_f1,selected_iou
r19,147,02,unknown,unknown,330ed9a8592e57b4aa720dfe858f2de0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3576f8c874a85da2bbd2e56f25fc9c6a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,361f015a9a9b561997cdfc00f61cef78,50176,345,21170,0.85,120,12433,225,37398,0.009559467856289333,0.34782608695652173,0.0186075360521011,0.009391141023634371
r19,147,02,unknown,unknown,36c674746c26521f93b6a7bbe68d3cae,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,36e5e35ab9855d6fb7391fff0140eb65,50176,1751,0,0.85,0,0,1751,48425,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,372f3024ec615606aede72ed8648804d,50176,283,0,0.85,0,0,283,49893,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3777deb5eda05a5194182adc4d0d00b6,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,377c95fd23e9537ebdd923b1e5db84fe,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,37e5ef6e5c265a7d89de13e401c10307,50176,0,18654,0.85,0,1969,0,48207,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,382cbc6dd3165c7bb718f6b40443d09e,50176,0,5547,0.85,0,2055,0,48121,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,387ffe71fe4b5d8fb5450238326e8c83,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,397e3f214268551d95bf1434086868e8,50176,4,0,0.85,0,0,4,50172,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3a7a3cba2d725ba48a625d3c900ed40f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3ac799838591515194d03a2a95019856,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3b506fbd2e635dac86e7c8c3e98c9b8d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3c7fb8ea0d9253b791813e76743aed31,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3ca0feea095956309aa784ff3b7ff866,50176,0,0,0.85,0,9,0,50167,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3ce2501da93c5db4a10793856b63ccd4,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3e3afe7a21a3590ba78558a74038d2df,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3e525f2b00f15a0ead5cf8719cea9224,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3f4009f998f9590491305897efb15bd0,50176,0,0,0.85,0,13,0,50163,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3f4f868e7f5c55faa7461a2553f08340,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3f5681f2b9f35544b7964c87ef8abd41,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3f931195f3025dc797b1512bfb14c8dc,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,3fef8979fc5c5aa9a5fc4b22e6f21bba,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,40886d8ede0c5dccadb93dc2487d637a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,40ef93b23d78595c90cd50cb5c961a11,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4161e2253d1b576abc32b5c82a7437d8,50176,0,0,0.85,0,24,0,50152,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,41740a743bb8570b972f2697be1c67c6,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,41c6cbbf541455bf99f2bc4ead69725f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,42fec1a2646157f0a10cb47bc56a65ca,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4310feef700c54a3bc9899a0118145b1,50176,0,10719,0.85,0,6020,0,44156,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,43110455dc0a5c65b09a3bbbf777065a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,431c9d5aa91652bdb2d49ef1b672ec3a,50176,0,1176,0.85,0,114,0,50062,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,435d46f64b1b573a8cecd8aed221e01e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,43a4ce5a76fb5ce7beea0c9c3376f946,50176,0,0,0.85,0,23,0,50153,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,44e684aa5d5a52c2915214ab149e539f,50176,0,2358,0.85,0,622,0,49554,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,45d4139b2f6d581ab8b24ec4e1214e0b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,468599644e75589d90555e1e309dd1c6,50176,0,380,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,46987df25ec55a2eab21455b22abca2e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,46e98f3347a75bf6a03112ce99fd59db,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,47843a8ec6345060843cda71ce6f03e7,50176,0,1346,0.85,0,728,0,49448,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,48095666659555f58d7eb85d5b376048,50176,0,6404,0.85,0,3445,0,46731,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,48a3977faeff5176ba8f61085f04fed9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,48d66e31010350a2aa62fc4707a759bb,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4928d115223e5d45b435ae35095c0435,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4942ab3c61335f44898abb501fa2d3d8,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,49e45f8780af5f448e48482c1ffe82cb,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4a171851fb615adab46516c2e8cc3043,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4b9830ee56215f11a10a6a84c3bb36ac,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4c1add8450525ecdb6daef85c22dcf8d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4cc70df6d40058e1a00c32e641907740,50176,0,229,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4cd2436aa2905cba8c9af440603feb72,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4d8e6b2eb53b521cbdd0a3d11b50b06c,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4da9e26e5d125c0f9245427cdf342182,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4e39d4101e0557678f11154c13d7be4a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4e96a19df42d508e883b9c960c7075ea,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4f10909b2007542eb132462085440dbc,50176,0,1218,0.85,0,94,0,50082,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4f2ef21eb36e52e6bf33f7cada72e981,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,4fe704877df957b2a8aaebfc814eb857,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5052b32560bf557294b750b129adb33c,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,51ff415192ca59a2b55b0e0f7144c7d5,50176,0,0,0.85,0,450,0,49726,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,52227b7564a5518fa1fdb04a9d8dfcaa,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5250c463832d5f91b2ac7710f7d20038,50176,0,34431,0.85,0,7896,0,42280,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,528eb190a5e35259abb532e1651fcbf3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5311f834d71e5d709897742bed6e8aa4,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,53a28dbf770052f3a759e0b9816ffe5b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5433fc4500f7524a96e91867577b4a58,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5477c38352ed55f487b7c0ec7bc32829,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5561b0d887125a8bb055d1b009e2ee9e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,55c89dbe7be75aab8e2d3ab1a631c3f0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,56448eebd0875dacba61e5e468e24471,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5736c03df685537e920fe4eedb0e15e4,50176,0,0,0.85,0,1496,0,48680,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,576df0d23c275894809d844857014ea9,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,577f917f203a5f8e8d3135ec5fd4d6d1,50176,0,0,0.85,0,18,0,50158,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,57825a8c39ee5917bec3823d7c05524b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,57ab0e5827aa5bb88859a84fac49d67a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5808b9acc7ce5366af9201a949826c35,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,58f41ef55cc252508efcc3470a6fd429,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,59523defbdb85e3b99d9e516bdd305e5,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5966b21de85b5039913faffc1182db19,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,59a2a333c9d652f6a43fb105c4b72eaa,50176,0,93,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,59a9e25cafef58db8e352eef0d332b52,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5a4eed8ab7365b6787085bc71fa9431f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5a7d1af54f7f5a9d891a41f21601f57c,50055,0,0,0.85,0,148,0,49907,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5ae90b9eb0a85594a9002e6ec9113c17,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5aeb5ebffb175056b4573c0060e0a574,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5b64f8a1c19c546f878ce14ee157eb0f,50176,0,0,0.85,0,175,0,50001,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5b78ab2e303a59de8debc447dfd5058e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5ba9e956e0f55a8cb9d0c9b9fdb17705,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5bb6bd6e08a95ada90d25120705a09aa,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5bd16ee387da5fb9884ef54eea579574,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5c27066fd258578780e970fd805af205,22591,0,0,0.85,0,1248,0,21343,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5c725f74798e5ef8a57cdba868babd42,45146,0,0,0.85,0,1057,0,44089,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5d658c9100a25c9bb124ad4436af28a0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5debf78b26a95d4db7fba71c4fe0746f,50176,1492,0,0.85,0,0,1492,48684,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5e262ce5253951f69111fead91b971dd,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5e39a76362cf511fa3c5b9beff526f26,50176,0,0,0.85,0,53,0,50123,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5e7d729fd5895bd6bc5e211cbce502a1,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5e845c840301595f9f8ae0ddf2d57301,38171,0,0,0.85,0,959,0,37212,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5ef833d299565154b2dc1b28a93a9a37,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5f150d8ee2d05558b399e883538c0753,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5f800c5abd5a58619d18c66316fbf937,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,5ffa978bc103584bb4197d386f8f9b98,50176,182,0,0.85,0,30,182,49964,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,60b0baa7cc3a588584b27fa224a357c4,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,60bff814a0025a6da34354cf54b72926,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,61ac46ab6de3518a940bc4defdd40f8d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,627a9261e0415b19966228f59493e862,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,62a2ffa07df55b3c970248fca498e75f,50176,0,3046,0.85,0,307,0,49869,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,632ae5124bfe535a9f6e02db06ffd2bb,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,648db3870b8e5b9c81080a652ec03b7e,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,657045fac8e05cd4b824431affadd92f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,65a5081229975d9280cb69989dfdee15,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,66ba56dc1eb958a4822fa0725702247f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,67076ac9664a591799fef52f89c29b87,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,68527896024655428c8772878e369223,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,69d91f51d9675e6c9b1cc31f8954dec4,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,6a56aee9caf1516fbe8e90624f022adf,50176,0,0,0.85,0,174,0,50002,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,6abdf133eca05e87badb06f968b987ae,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,6bcb1cf31d745652acec60aa9d0c9c2f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,6bd408a3462e52f795caf92bfa826ff3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,6ef39b0ae7265aeb9ccdb95c96c52a1d,50176,0,710,0.85,0,92,0,50084,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,713c524576f858f48872c3b93e7c1afc,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,71fd6e9907515a2db6d2fbff936f32d7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,71fef28649b1594fab3b5053a3477fac,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,72b1ce00897957abaaf1dd29cb2fe68d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,731580c57aeb5e41bb15ef0545436053,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,73616e271afb520bb215ed843dd5f1d7,50176,0,0,0.85,0,9,0,50167,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7392c2e36199517a9dc03dea1d06d5ea,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,74371f2c00c55c42bc97c433c11c09e3,50176,189,0,0.85,0,0,189,49987,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7438a693c4bc5aa89534dac0eb96605b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,743f28c7ebbe577e8a84293b4839540b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,745f079410755cc5bcaf5d3174cbd5e7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,749bfe264d0e5cadbcdd95847817a2b6,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,751971d0861a5c3db44d850d311aabaf,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,75f67b97aee25ea1bcb96af304f4bd15,50176,0,0,0.85,0,38,0,50138,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,766ae473c80357b0857360c803f990fc,50176,4100,0,0.85,0,0,4100,46076,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,77432e0ba0c351bab44a3aec0b2d1f9f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,782a8df41698502ba23b77c3d7043c8f,50176,5548,0,0.85,0,0,5548,44628,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,78566ef5b28d545a9fb91a08e13cc445,50176,105,0,0.85,0,0,105,50071,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,78ae0376854852c588c0c6a6c0b2446f,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7927e682f4875218b08eb1387455c8e0,50176,0,853,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,79793b744eba5e1197d116cbdc9bcf26,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,79bb59809174518f94239dfc81241eeb,50176,0,0,0.85,0,31,0,50145,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7a31b8ad90ff55219ef9e2d177974c50,50176,15161,890,0.85,1532,25,13629,34990,0.9839434810533076,0.1010487434865774,0.18327551142481158,0.10088239167654418
r19,147,02,unknown,unknown,7a801e6f67a05b80b173644577afa430,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7aa7612f5fd95bb9b210e2cb35a21db3,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7ac1dc1c175a586a807afbc792eb75a3,50176,813,0,0.85,0,0,813,49363,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7b7080a2ad0d5ed298f5b522aed32c45,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7b9ce9cb5e48597f98aef85444904e8b,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7c7185c554c55df895cb3e18c95353fb,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7c875e5299bb59d3b2b818ab89593d60,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7ca72ff0648f5efc831359b580a69fbe,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7cce9a8d3ec65ecfa4db460d794b88c7,50176,717,0,0.85,0,0,717,49459,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7d1f820ecff55599bbe8b68e630c0e6d,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7d449106b32d5bca97c9b27bf9a15b44,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7e385c626df95b638a422919092a5816,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7eba050b05425bd1af7216d176bd8b7a,50176,22324,0,0.85,478,21,21846,27831,0.9579158316633266,0.021411933345278623,0.04188756955702581,0.02139181024837771
r19,147,02,unknown,unknown,7ef04c5d838953efb56e736cfede6fae,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,7fffc181ae0b5d3e976e1e7999f060c7,39656,0,0,0.85,0,1145,0,38511,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,80706063cac95585bf6cb00781e21aed,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,80bcd47555955b69843ee28e4e40bafd,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,80fa0bd2681b5cb79e6e6ae0d70b7087,50176,0,2785,0.85,0,1296,0,48880,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,813382d0ea965ce7a3710d4db3683797,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,817ab9ae2e1957b2abfbc097ae439c29,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,819430abb22f5ff284b41f9ca68c36ad,50176,5,22771,0.85,0,12888,5,37283,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,81c7950cceae58d690fc208df05b68b7,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,822553a0f443585f8b1f22c4177e0f8a,50176,3448,0,0.85,318,0,3130,46728,1.0,0.09222737819025523,0.16887944768985663,0.09222737819025523
r19,147,02,unknown,unknown,82f0bb2692105aa48fd787d2422f3b8a,50176,0,0,0.85,0,113,0,50063,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,83684a1d9cfb577ba93c7ec63f5ca226,50176,0,3037,0.85,0,1659,0,48517,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,838320893a9b5857b6245a34a47012c0,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,83a1e423cb6252ccb0f58a5f0e28104c,50176,0,19752,0.85,0,9559,0,40617,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,83a7e9f0fb03540b822b5fc8ca52a3a1,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,84e7539f2adc5d5582b0c8e6b08cec57,50176,0,14826,0.85,0,7401,0,42775,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,855171b30fd5532b913b25f7207b4259,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,85b6c9a0437e5caf91c381b40e431e2a,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,85d9eae7464d5720ba07cb851228a8a2,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,862c6934131659889b6fe0c45bbb0b35,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,863ba0a1be095a5f8046bf526df03447,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8734a2010ca7500e91974c8c94e0319c,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,87931109aacd5866b8ee7f92d160a385,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,87a68a3aa9dc5917a271e2c407ce5c33,50176,3949,1467,0.85,0,462,3949,45765,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8832ea5d457457e5a415e4a3def4371e,50176,0,23817,0.85,0,6148,0,44028,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,898b7869d05559b5adfe14f98f06544e,50176,0,0,0.85,0,1,0,50175,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,89de758943f2572d93ad512065adae50,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8a096ed49ddf5327ab6992291d03903a,50176,0,0,0.85,0,12,0,50164,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8bbe9f9b7fa15c188c9a0e1faa617d7d,50176,0,0,0.85,0,23,0,50153,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8bf4273415bf56c2a0563a3f9a18e79c,26797,0,0,0.85,0,1066,0,25731,0.0,0.0,0.0,0.0
r19,147,02,unknown,unknown,8c78a1f726ba51de96b5442fb2ecfc71,50176,0,0,0.85,0,0,0,50176,0.0,0.0,0.0,0.0
