source_family,url,local_path,status,bytes,bytes_human
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.29.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.29.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.10.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.11.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.12.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.12.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.13.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.13.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.14.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.14.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.15.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.15.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.16.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.16.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.17.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.17.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.09.18.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.09.18.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.19.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.19.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.20.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.20.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.21.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.21.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.22.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.22.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.23.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.23.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.24.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.24.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.25.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.25.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.26.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2019/chirps-v2.0.2019.11.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2019\chirps-v2.0.2019.11.27.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.18.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.18.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.19.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.19.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.20.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.20.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.21.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.21.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.22.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.22.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.23.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.23.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.24.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.24.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.25.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.25.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.26.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.27.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.28.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.28.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.29.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.29.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.30.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.30.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.01.31.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.01.31.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.08.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.08.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.09.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.09.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.10.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.11.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.12.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.12.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.13.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.13.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.14.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.14.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.15.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.15.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.08.16.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.08.16.tif,already_decompressed,57616610,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.07.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.07.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.08.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.08.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.09.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.09.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.10.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.11.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.12.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.12.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.13.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.13.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.14.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.14.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.09.15.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.09.15.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.05.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.05.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.06.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.06.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.07.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.07.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.08.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.08.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.09.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.09.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.10.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.11.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.12.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.12.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2020/chirps-v2.0.2020.11.13.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2020\chirps-v2.0.2020.11.13.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.03.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.03.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.04.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.04.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.05.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.05.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.06.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.06.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.07.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.07.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.08.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.08.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.09.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.09.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.10.tif,already_decompressed,57616614,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2022/chirps-v2.0.2022.09.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2022\chirps-v2.0.2022.09.11.tif,already_decompressed,57616614,54.95 MB
HydroSHEDS_HydroRIVERS_v10,https://data.hydrosheds.org/file/HydroRIVERS/HydroRIVERS_v10_af_shp.zip,<external data root>\r58_official_controls\hydrosheds_hydrorivers_v10\HydroRIVERS_v10_af_shp.zip,already_present,107873468,102.88 MB
HydroSHEDS_HydroRIVERS_v10,https://data.hydrosheds.org/file/HydroRIVERS/HydroRIVERS_v10_as_shp.zip,<external data root>\r58_official_controls\hydrosheds_hydrorivers_v10\HydroRIVERS_v10_as_shp.zip,already_present,90510995,86.32 MB
HydroSHEDS_HydroRIVERS_v10,https://data.hydrosheds.org/file/HydroRIVERS/HydroRIVERS_v10_na_shp.zip,<external data root>\r58_official_controls\hydrosheds_hydrorivers_v10\HydroRIVERS_v10_na_shp.zip,already_present,66335898,63.26 MB
HydroSHEDS_HydroRIVERS_v10,https://data.hydrosheds.org/file/HydroRIVERS/HydroRIVERS_v10_sa_shp.zip,<external data root>\r58_official_controls\hydrosheds_hydrorivers_v10\HydroRIVERS_v10_sa_shp.zip,already_present,95257204,90.84 MB
