source_family,url,local_path,status,bytes,bytes_human
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N12E012_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N12E012_Map.tif,already_present,78056553,74.44 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N12W084_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N12W084_Map.tif,already_present,17078149,16.29 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N15E093_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N15E093_Map.tif,already_present,32040917,30.56 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N15E120_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N15E120_Map.tif,already_present,55506477,52.94 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N18E120_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N18E120_Map.tif,already_present,9546470,9.10 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N24E066_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N24E066_Map.tif,already_present,96971395,92.48 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N24E069_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N24E069_Map.tif,already_present,130383847,124.34 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N24E084_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N24E084_Map.tif,already_present,123474050,117.75 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N27E066_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N27E066_Map.tif,already_present,78075709,74.46 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N27E069_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N27E069_Map.tif,already_present,105024722,100.16 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N27W096_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N27W096_Map.tif,already_present,28242961,26.93 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N27W099_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N27W099_Map.tif,already_present,99227273,94.63 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N36W090_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N36W090_Map.tif,already_present,94466492,90.09 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N36W093_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N36W093_Map.tif,already_present,86822750,82.80 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N39W003_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N39W003_Map.tif,already_present,127965948,122.04 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N39W090_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N39W090_Map.tif,already_present,74618789,71.16 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N39W093_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N39W093_Map.tif,already_present,100246099,95.60 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N42W006_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_N42W006_Map.tif,already_present,49698929,47.40 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_S06W081_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_S06W081_Map.tif,already_present,88076207,84.00 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_S18E045_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_S18E045_Map.tif,already_present,68459336,65.29 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_S18E048_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_S18E048_Map.tif,already_present,74951347,71.48 MB
ESA_WorldCover_v200_2021,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_S21E048_Map.tif,<external data root>\r58_official_controls\esa_worldcover_v200_2021\ESA_WorldCover_10m_2021_v200_S21E048_Map.tif,already_present,57995639,55.31 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.26.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.27.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.28.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.28.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.29.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.29.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.30.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.30.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.01.31.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.01.31.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.02.01.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.02.01.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.02.02.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.02.02.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.02.03.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.02.03.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.25.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.25.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.26.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.27.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.28.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.28.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.29.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.29.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.30.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.30.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.07.31.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.07.31.tif,already_decompressed,57616658,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.08.01.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.08.01.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2015/chirps-v2.0.2015.08.02.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2015\chirps-v2.0.2015.08.02.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.03.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.03.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.04.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.04.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.05.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.05.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.06.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.06.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.07.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.07.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.08.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.08.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.09.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.09.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.10.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.10.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.03.11.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.03.11.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.04.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.04.26.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.04.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.04.27.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.04.28.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.04.28.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.04.29.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.04.29.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.04.30.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.04.30.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.05.01.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.05.01.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.05.02.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.05.02.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.05.03.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.05.03.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.05.04.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.05.04.tif,already_decompressed,57616652,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.21.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.21.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.22.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.22.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.23.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.23.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.24.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.24.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.25.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.25.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.26.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.26.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.27.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.27.tif,already_decompressed,57616654,54.95 MB
CHIRPS_v2_0_daily_p05,https://data.chc.ucsb.edu/products/CHIRPS-2.0/global_daily/tifs/p05/2017/chirps-v2.0.2017.08.28.tif.gz,<external data root>\r58_official_controls\chirps_v2_0_daily_p05\2017\chirps-v2.0.2017.08.28.tif,already_decompressed,57616654,54.95 MB
