unet_pooled_f1,unet_pooled_precision,unet_pooled_recall,unet_fp_rate,unet_fn_rate,unet_false_positives,unet_false_negatives,aspp_pooled_f1,aspp_pooled_precision,aspp_pooled_recall,aspp_fp_rate,aspp_fn_rate,aspp_false_positives,aspp_false_negatives,pooled_f1_unet,pooled_f1_aspp,pooled_f1_delta_aspp_minus_unet,event_median_f1_unet,event_median_f1_aspp,event_median_f1_delta_aspp_minus_unet,event_q10_f1_unet,event_q10_f1_aspp,event_q10_f1_delta_aspp_minus_unet,event_min_f1_unet,event_min_f1_aspp,event_min_f1_delta_aspp_minus_unet,pass_rate_f1_ge_050_unet,pass_rate_f1_ge_050_aspp,pass_rate_f1_ge_050_delta_aspp_minus_unet,pass_rate_f1_ge_060_unet,pass_rate_f1_ge_060_aspp,pass_rate_f1_ge_060_delta_aspp_minus_unet,pass_rate_f1_ge_070_unet,pass_rate_f1_ge_070_aspp,pass_rate_f1_ge_070_delta_aspp_minus_unet,pooled_precision_unet,pooled_precision_aspp,pooled_precision_delta_aspp_minus_unet,pooled_recall_unet,pooled_recall_aspp,pooled_recall_delta_aspp_minus_unet,false_positives_unet,false_positives_aspp,false_positives_delta_aspp_minus_unet,false_negatives_unet,false_negatives_aspp,false_negatives_delta_aspp_minus_unet
0.5815396741136192,0.6136817063707686,0.5525969985100809,0.0326577375798748,0.04200242546392626,70181236.0,90262901.0,0.45724315771009666,0.3008703550674763,0.9520639547438206,0.2076920718537164,0.0045002607519463445,446328723.0,9671027.0,0.5815396741136193,0.4572431577100966,-0.1242965164035226,0.4382605244997868,0.6010175276921739,0.162757003192387,0.0365069582393765,0.0877277438706147,0.0512207856312381,0.002055716268769,0.0327467944209116,0.0306910781521426,0.3571428571428571,0.5714285714285714,0.2142857142857142,0.2857142857142857,0.5,0.2142857142857143,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.6136817063707686,0.3008703550674763,-0.3128113513032923,0.5525969985100809,0.9520639547438206,0.3994669562337396,70181236.0,446328723.0,376147487.0,90262901.0,9671027.0,-80591874.0
