event,aoi,region,aoi_name,grid_id,model_arm,model_name,threshold,valid_pixels,flood_pixels,permanent_water_pixels,tp,fp,fn,tn,precision,recall,f1,iou,fp_per_flood,fn_per_flood,outcome_status,grid_key,valid_fraction,flood_fraction,permanent_water_fraction,dem_mean,dem_std,dem_q10,dem_q90,slope_mean,slope_std,slope_q90,local_relief,local_hand_proxy,post_vv_mean_db,post_vh_mean_db,vv_drop_mean_db,vh_drop_mean_db,texture_proxy_vv_std_db,texture_proxy_vh_std_db,covariate_status,grid_uid,nonflood_pixels,fp_rate_valid,fp_rate_nonflood,predicted_positive_rate,sar_drop_signal_db,texture_score_raw,weak_sar_drop_score,obs_ambiguity_score,hydro_implausibility_score,signal_level,memory_level,ambiguity_level,hydro_control_group,signal_memory_cell,mechanism_regime
1111002,1,Cameroon,Djagala,55bb1e1ddf185067ba676a2df858f5b3,observed_deep_sar_only,r19,0.85,50176,3812,0,15,0,3797,46364,1.0,0.0039349422875131,0.0078390384112882,0.0039349422875131,0.0,0.9960650577124868,observed_existing_model_output,55bb1e1ddf185067ba676a2df858f5b3,1.0,0.0759725765306122,0.0,293.2689819335937,1.1393448114395142,291.97320556640625,294.8460693359375,0.1380497366189956,0.0814650207757949,0.2399568110704422,2.87286376953125,1.2957763671875,-7.956327438354492,-14.509078025817873,-7.66043758392334,-10.401766777038574,2.360315561294556,3.019632577896118,local_kuro_layers_only,1111002_1_55bb1e1ddf185067ba676a2df858f5b3,46364,0.0,0.0,0.00029894770408163266,9.031102180480957,0.5306267806267806,0.026353276353276334,0.27849002849002846,0.2942708333333333,moderate_signal,no_or_trace_memory,low_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,5833bbd5137655a9964cd7e78185d524,observed_deep_sar_only,r19,0.85,44261,2252,3366,655,3357,1597,38652,0.163260219341974,0.2908525754884547,0.2091315453384419,0.1167766090212159,1.4906749555950267,0.7091474245115453,observed_existing_model_output,5833bbd5137655a9964cd7e78185d524,0.8821149553571429,0.0508800072298411,0.0760488918009082,291.998779296875,2.819626808166504,286.34088134765625,294.4988098144531,0.1736916452646255,0.1419147402048111,0.334360659122467,8.157928466796875,5.65789794921875,-9.540363311767578,-16.040908813476562,-6.5098652839660645,-9.096863746643066,4.886408805847168,4.3553009033203125,local_kuro_layers_only,1111002_1_5833bbd5137655a9964cd7e78185d524,42009,0.07584555251801813,0.07991144754695423,0.09064413366168862,7.803364515304565,0.8796296296296295,0.04344729344729348,0.4615384615384615,0.8984375,moderate_signal,high_memory,mid_ambiguity,other,moderate_signal__high_memory,mixed_transition
1111002,1,Cameroon,Djagala,603089bb44f4561aa310debc0a68450e,observed_deep_sar_only,r19,0.85,43084,225,769,13,1104,212,41755,0.0116383169203222,0.0577777777777777,0.0193740685543964,0.0097817908201655,4.906666666666666,0.9422222222222222,observed_existing_model_output,603089bb44f4561aa310debc0a68450e,0.8586575255102041,0.0052223563271748,0.0178488534026552,293.5320129394531,1.432177186012268,292.0411682128906,294.91802978515625,0.1436761915683746,0.1099518164992332,0.2552116811275482,2.876861572265625,1.4908447265625,-7.7418212890625,-14.073919296264648,-5.976701736450195,-7.282596111297607,2.470366716384888,2.8982725143432617,local_kuro_layers_only,1111002_1_603089bb44f4561aa310debc0a68450e,42859,0.025624361712004457,0.025758883781702793,0.025926097855352336,6.629648923873901,0.5263532763532763,0.06908831908831914,0.29772079772079774,0.5234375,weak_signal,moderate_memory,low_ambiguity,other,weak_signal__moderate_memory,mixed_transition
1111002,1,Cameroon,Djagala,60647d8262cc5ddfb187711c10cdb3a8,observed_deep_sar_only,r19,0.85,50176,4391,380,38,338,4353,45447,0.101063829787234,0.008654065133227,0.0159429410530732,0.0080355254810742,0.0769756319744932,0.9913459348667728,observed_existing_model_output,60647d8262cc5ddfb187711c10cdb3a8,1.0,0.0875119579081632,0.0075733418367346,292.9299011230469,1.3224724531173706,291.2767333984375,294.480224609375,0.1370057314634323,0.0952570438385009,0.2366864383220672,3.2034912109375,1.653167724609375,-8.301508903503418,-15.297615051269531,-5.63157320022583,-7.473461627960205,2.3325626850128174,3.3874287605285645,local_kuro_layers_only,1111002_1_60647d8262cc5ddfb187711c10cdb3a8,45785,0.0067362882653061226,0.007382330457573441,0.0074936224489795915,6.552517414093018,0.5719373219373219,0.07478632478632474,0.32336182336182334,0.5234375,moderate_signal,moderate_memory,low_ambiguity,other,moderate_signal__moderate_memory,mixed_transition
1111002,1,Cameroon,Djagala,71a10c2df47c55d79508235ff88037cd,observed_deep_sar_only,r19,0.85,50176,7405,0,1299,93,6106,42678,0.9331896551724138,0.17542201215395,0.2953279527111516,0.1732461989863963,0.012559081701553,0.82457798784605,observed_existing_model_output,71a10c2df47c55d79508235ff88037cd,1.0,0.1475805165816326,0.0,292.5877990722656,0.9976693987846376,291.36444091796875,293.77978515625,0.1433461755514145,0.0924961864948272,0.2661890387535095,2.41534423828125,1.223358154296875,-9.222558975219728,-16.2362003326416,-7.939982414245605,-12.802635192871094,3.389932632446289,3.8624377250671382,local_kuro_layers_only,1111002_1_71a10c2df47c55d79508235ff88037cd,42771,0.0018534757653061226,0.002174370484674195,0.02774234693877551,10.37130880355835,0.7314814814814814,0.012108262108262102,0.37179487179487175,0.2421875,moderate_signal,no_or_trace_memory,mid_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,79ff9b4dec0b5de5979ef67420175a92,observed_deep_sar_only,r19,0.85,50176,2519,0,122,95,2397,47562,0.5622119815668203,0.0484319174275506,0.0891812865497076,0.0466717674062739,0.037713378324732,0.9515680825724494,observed_existing_model_output,79ff9b4dec0b5de5979ef67420175a92,1.0,0.0502032844387755,0.0,293.47491455078125,1.1330853700637815,292.0890808105469,294.9928894042969,0.1425089389085769,0.0846345424652099,0.2532605826854706,2.90380859375,1.385833740234375,-8.160661697387695,-15.241930961608888,-7.840063571929932,-10.646818161010742,2.2363393306732178,3.0500688552856445,local_kuro_layers_only,1111002_1_79ff9b4dec0b5de5979ef67420175a92,47657,0.0018933354591836734,0.0019934112512327673,0.004324776785714286,9.243440866470337,0.5206552706552706,0.023504273504273532,0.2720797720797721,0.4401041666666667,moderate_signal,no_or_trace_memory,low_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,7cb0cb4cf7885a5785d9c644ab240ddd,observed_deep_sar_only,r19,0.85,50176,9441,0,4612,0,4829,40735,1.0,0.4885075733502806,0.6563723048459403,0.4885075733502806,0.0,0.5114924266497193,observed_existing_model_output,7cb0cb4cf7885a5785d9c644ab240ddd,1.0,0.1881576849489795,0.0,292.7598876953125,1.1028954982757568,291.463623046875,294.158447265625,0.1428835690021515,0.0872439220547676,0.2575591504573822,2.69482421875,1.2962646484375,-11.144124984741213,-17.40185546875,-5.5382981300354,-8.832749366760254,4.705892562866211,4.335126876831055,local_kuro_layers_only,1111002_1_7cb0cb4cf7885a5785d9c644ab240ddd,40735,0.0,0.0,0.09191645408163265,7.185523748397827,0.871082621082621,0.054843304843304796,0.4629629629629629,0.3359375,moderate_signal,no_or_trace_memory,mid_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,8a6ffec41e3c5f3da3db7156fde3aac5,observed_deep_sar_only,r19,0.85,50176,2251,0,73,1,2178,47924,0.9864864864864864,0.03243003109729,0.0627956989247311,0.0324156305506216,0.0004442470013327,0.96756996890271,observed_existing_model_output,8a6ffec41e3c5f3da3db7156fde3aac5,1.0,0.0448620854591836,0.0,292.3730163574219,1.033852219581604,291.03228759765625,293.57330322265625,0.1389127671718597,0.0881229192018508,0.2515448331832886,2.541015625,1.340728759765625,-8.531956672668457,-15.059924125671388,-7.7167582511901855,-11.890799522399902,2.377286672592163,2.550133228302002,local_kuro_layers_only,1111002_1_8a6ffec41e3c5f3da3db7156fde3aac5,47925,1.992984693877551e-05,2.0865936358894105e-05,0.0014748086734693877,9.803778886795044,0.46082621082621084,0.017806267806267817,0.23931623931623933,0.3151041666666667,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,8b15c563799b5aed819c26534d0d50f0,observed_deep_sar_only,r19,0.85,35885,101,0,0,564,101,35220,0.0,0.0,0.0,0.0,5.584158415841584,1.0,observed_existing_model_output,8b15c563799b5aed819c26534d0d50f0,0.7151825573979592,0.0028145464678835,0.0,293.8109741210937,1.0068981647491455,292.50750732421875,295.0160827636719,0.1434723436832428,0.0804658681154251,0.2463355064392089,2.508575439453125,1.303466796875,-8.705970764160156,-14.932470321655272,-5.894705772399902,-7.145163536071777,1.5218063592910769,2.2807655334472656,local_kuro_layers_only,1111002_1_8b15c563799b5aed819c26534d0d50f0,35784,0.015716873345408944,0.015761234071093227,0.015716873345408944,6.51993465423584,0.25997150997151,0.07763532763532766,0.16880341880341881,0.3359375,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,8d9991bb32675cfaa6b94bfd8f65673c,observed_deep_sar_only,r19,0.85,45536,0,0,0,638,0,44898,0.0,0.0,0.0,0.0,,,observed_existing_model_output,8d9991bb32675cfaa6b94bfd8f65673c,0.9075255102040816,0.0,0.0,293.66943359375,1.094835877418518,292.245849609375,295.087158203125,0.1507836282253265,0.0890076011419296,0.2637922763824463,2.84130859375,1.423583984375,-7.917356491088867,-14.526688575744627,-8.053674697875977,-9.63781452178955,1.4804760217666626,2.1289377212524414,local_kuro_layers_only,1111002_1_8d9991bb32675cfaa6b94bfd8f65673c,45536,0.01401089248067463,0.01401089248067463,0.01401089248067463,8.845744609832764,0.2272079772079772,0.029202279202279247,0.12820512820512822,0.5338541666666666,no_or_trace_signal,no_or_trace_memory,low_ambiguity,other,no_or_trace_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,992e25e133c259c18c5f2583dc9d8ce6,observed_deep_sar_only,r19,0.85,50116,449,4739,0,1148,449,48519,0.0,0.0,0.0,0.0,2.556792873051225,1.0,observed_existing_model_output,992e25e133c259c18c5f2583dc9d8ce6,0.9988042091836736,0.0089592146220767,0.0945606193630776,292.36767578125,2.463651180267334,289.0,294.8910217285156,0.1901992857456207,0.152238667011261,0.3899504840373993,5.891021728515625,3.36767578125,-8.688150405883789,-14.822664260864258,-5.82689094543457,-7.339135646820068,4.423028469085693,4.063849925994873,local_kuro_layers_only,1111002_1_992e25e133c259c18c5f2583dc9d8ce6,49667,0.02290685609386224,0.023113938832625285,0.02290685609386224,6.583013296127319,0.844017094017094,0.07193732193732194,0.457977207977208,0.8671875,weak_signal,high_memory,mid_ambiguity,other,weak_signal__high_memory,memory_dominated_low_signal
1111002,1,Cameroon,Djagala,a2a4696abc8856b1b9927fb6ae742d15,observed_deep_sar_only,r19,0.85,34497,265,4531,76,4536,189,29696,0.0164787510841283,0.2867924528301886,0.0311667008406807,0.0158300354092897,17.116981132075473,0.7132075471698113,observed_existing_model_output,a2a4696abc8856b1b9927fb6ae742d15,0.6875199298469388,0.0076818274052816,0.1313447546163434,292.25750732421875,3.438445568084717,285.330810546875,295.5617980957031,0.2257478535175323,0.2280167192220688,0.5602856278419495,10.230987548828123,6.92669677734375,-9.981678009033203,-16.960908889770508,-3.854252338409424,-5.024916172027588,5.334262371063232,4.871543884277344,local_kuro_layers_only,1111002_1_a2a4696abc8856b1b9927fb6ae742d15,34232,0.13148969475606576,0.13250759523253097,0.13369278487984462,4.439584255218506,0.9195156695156694,0.08903133903133909,0.5042735042735043,0.9921875,weak_signal,high_memory,mid_ambiguity,other,weak_signal__high_memory,memory_dominated_low_signal
1111002,1,Cameroon,Djagala,a83c029925b9545b8ede5e61d250bf57,observed_deep_sar_only,r19,0.85,50176,234,4155,0,2622,234,47320,0.0,0.0,0.0,0.0,11.205128205128204,1.0,observed_existing_model_output,a83c029925b9545b8ede5e61d250bf57,1.0,0.0046635841836734,0.0828085140306122,292.0738220214844,2.8471872806549072,286.16851806640625,294.58612060546875,0.1689165085554123,0.1436009258031845,0.321763277053833,8.4176025390625,5.905303955078125,-8.639142990112305,-15.51990032196045,-7.091394424438477,-9.097665786743164,4.395286083221436,4.123377799987793,local_kuro_layers_only,1111002_1_a83c029925b9545b8ede5e61d250bf57,49942,0.052256058673469385,0.05250090104521245,0.052256058673469385,8.09453010559082,0.844017094017094,0.040598290598290565,0.4423076923076923,0.9088541666666666,weak_signal,high_memory,mid_ambiguity,other,weak_signal__high_memory,memory_dominated_low_signal
1111002,1,Cameroon,Djagala,b8cfd619d07a509fb14b1d09e390bf07,observed_deep_sar_only,r19,0.85,23327,0,0,0,476,0,22851,0.0,0.0,0.0,0.0,,,observed_existing_model_output,b8cfd619d07a509fb14b1d09e390bf07,0.4649035395408163,0.0,0.0,293.1841125488281,0.7250546216964722,292.22216796875,294.00262451171875,0.1164278909564018,0.0755145847797393,0.2155914306640625,1.78045654296875,0.961944580078125,-7.331292629241943,-13.681819915771484,-8.81398868560791,-12.662127494812012,1.3840605020523071,1.2742189168930054,local_kuro_layers_only,1111002_1_b8cfd619d07a509fb14b1d09e390bf07,23327,0.02040553864620397,0.02040553864620397,0.02040553864620397,10.738058090209961,0.07336182336182336,0.0035612535612535856,0.03846153846153847,0.0234375,no_or_trace_signal,no_or_trace_memory,low_ambiguity,low_signal_plausible_control,no_or_trace_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,bb480dadcc6a5a9ea2eef7702fd5aac2,observed_deep_sar_only,r19,0.85,50176,14410,0,2429,111,11981,35655,0.9562992125984252,0.1685634975711311,0.2866076696165192,0.1672749810619103,0.0077029840388619,0.8314365024288688,observed_existing_model_output,bb480dadcc6a5a9ea2eef7702fd5aac2,1.0,0.2871890943877551,0.0,292.6639099121094,1.089833378791809,291.344482421875,294.0,0.1364034116268158,0.0853349268436431,0.2399568110704422,2.655517578125,1.319427490234375,-11.103299140930176,-17.400815963745117,-5.457637310028076,-8.885303497314453,4.545742511749268,4.265670299530029,local_kuro_layers_only,1111002_1_bb480dadcc6a5a9ea2eef7702fd5aac2,35766,0.0022122130102040817,0.0031035061231337023,0.0506218112244898,7.171470403671265,0.8582621082621082,0.05769230769230771,0.457977207977208,0.2421875,strong_signal,no_or_trace_memory,mid_ambiguity,other,strong_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,bd0097b0a5f05983840e8b756ca7724a,observed_deep_sar_only,r19,0.85,50176,768,0,55,0,713,49408,1.0,0.0716145833333333,0.1336573511543135,0.0716145833333333,0.0,0.9283854166666666,observed_existing_model_output,bd0097b0a5f05983840e8b756ca7724a,1.0,0.0153061224489795,0.0,293.2442626953125,0.9642958045005798,292.03887939453125,294.489013671875,0.1535014063119888,0.0928993076086044,0.2747063636779785,2.45013427734375,1.20538330078125,-7.8038740158081055,-14.488953590393066,-8.828275680541992,-12.253602027893066,1.993674874305725,2.025205373764038,local_kuro_layers_only,1111002_1_bd0097b0a5f05983840e8b756ca7724a,49408,0.0,0.0,0.001096141581632653,10.54093885421753,0.31125356125356124,0.0092592592592593,0.16025641025641027,0.3463541666666667,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,ccd88510c6905f1a9f4628e71f97b652,observed_deep_sar_only,r19,0.85,33201,0,0,0,496,0,32705,0.0,0.0,0.0,0.0,,,observed_existing_model_output,ccd88510c6905f1a9f4628e71f97b652,0.6616908482142857,0.0,0.0,293.6972351074219,1.2543580532073977,292.0,295.39288330078125,0.1348499059677124,0.0895058065652847,0.241838201880455,3.39288330078125,1.697235107421875,-8.330626487731934,-14.13143253326416,-7.416926860809326,-9.700194358825684,1.3372057676315308,1.4028643369674685,local_kuro_layers_only,1111002_1_ccd88510c6905f1a9f4628e71f97b652,33201,0.014939309056956116,0.014939309056956116,0.014939309056956116,8.558560609817505,0.08048433048433049,0.03490028490028485,0.05769230769230767,0.5338541666666666,no_or_trace_signal,no_or_trace_memory,low_ambiguity,other,no_or_trace_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,d3422680d8825d8698aa36b3a59c9ffd,observed_deep_sar_only,r19,0.85,50176,9188,4805,1086,3811,8102,37177,0.2217684296508066,0.1181976491075315,0.1542066027689031,0.0835448880683129,0.4147801480191554,0.8818023508924684,observed_existing_model_output,d3422680d8825d8698aa36b3a59c9ffd,1.0,0.1831154336734693,0.0957629145408163,291.7742614746094,2.470114231109619,287.56597900390625,294.0151062011719,0.1801939755678177,0.1830334663391113,0.3798168897628784,6.449127197265625,4.208282470703125,-10.42421531677246,-17.2688045501709,-4.092024326324463,-6.564981937408447,4.936276912689209,5.411601543426514,local_kuro_layers_only,1111002_1_d3422680d8825d8698aa36b3a59c9ffd,40988,0.07595264668367346,0.09297843271201327,0.09759646045918367,5.328503131866455,0.9351851851851851,0.08333333333333337,0.5092592592592593,0.8776041666666666,moderate_signal,high_memory,mid_ambiguity,other,moderate_signal__high_memory,mixed_transition
