event,aoi,region,aoi_name,grid_id,model_arm,model_name,threshold,valid_pixels,flood_pixels,permanent_water_pixels,tp,fp,fn,tn,precision,recall,f1,iou,fp_per_flood,fn_per_flood,outcome_status,grid_key,valid_fraction,flood_fraction,permanent_water_fraction,dem_mean,dem_std,dem_q10,dem_q90,slope_mean,slope_std,slope_q90,local_relief,local_hand_proxy,post_vv_mean_db,post_vh_mean_db,vv_drop_mean_db,vh_drop_mean_db,texture_proxy_vv_std_db,texture_proxy_vh_std_db,covariate_status,grid_uid,nonflood_pixels,fp_rate_valid,fp_rate_nonflood,predicted_positive_rate,sar_drop_signal_db,texture_score_raw,weak_sar_drop_score,obs_ambiguity_score,hydro_implausibility_score,signal_level,memory_level,ambiguity_level,hydro_control_group,signal_memory_cell,mechanism_regime
1111002,1,Cameroon,Djagala,09dd5f42e6845c5782d8141078640c62,observed_deep_sar_only,r19,0.85,24742,2384,0,1042,822,1342,21536,0.5590128755364807,0.4370805369127516,0.4905838041431262,0.3250155957579538,0.3447986577181208,0.5629194630872483,observed_existing_model_output,09dd5f42e6845c5782d8141078640c62,0.4931042729591837,0.0963543771724193,0.0,292.13201904296875,0.9715572595596312,291.0,293.42755126953125,0.1474398970603943,0.0933001786470413,0.2776700556278229,2.42755126953125,1.13201904296875,-9.234660148620604,-15.883904457092283,-8.26773452758789,-13.029966354370115,2.949912548065185,3.588503360748291,local_kuro_layers_only,1111002_1_09dd5f42e6845c5782d8141078640c62,22358,0.03322285991431574,0.036765363628231504,0.07533748282273058,10.648850440979004,0.6602564102564102,0.0064102564102563875,0.3333333333333333,0.2630208333333333,moderate_signal,no_or_trace_memory,low_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,0b08577df5ea56359e4a16b70fac661a,observed_deep_sar_only,r19,0.85,36284,168,4079,0,1818,168,34298,0.0,0.0,0.0,0.0,10.821428571428571,1.0,observed_existing_model_output,0b08577df5ea56359e4a16b70fac661a,0.7231345663265306,0.0046301400066144,0.1124186969463124,292.2818908691406,2.8699374198913574,286.7087097167969,295.0253295898437,0.1976440697908401,0.1857476979494094,0.4413017928600311,8.316619873046875,5.57318115234375,-9.261407852172852,-15.587288856506348,-5.294839859008789,-6.744896411895752,4.641028881072998,4.459653854370117,local_kuro_layers_only,1111002_1_0b08577df5ea56359e4a16b70fac661a,36116,0.05010472935729247,0.0503378004208661,0.05010472935729247,6.0198681354522705,0.8753561253561253,0.08048433048433046,0.47792022792022787,0.9296875,weak_signal,high_memory,mid_ambiguity,other,weak_signal__high_memory,memory_dominated_low_signal
1111002,1,Cameroon,Djagala,1bbec132e3055dd2abcef3e215fe805f,observed_deep_sar_only,r19,0.85,50176,18590,0,5366,0,13224,31586,1.0,0.2886498117267348,0.4479879779595926,0.2886498117267348,0.0,0.7113501882732652,observed_existing_model_output,1bbec132e3055dd2abcef3e215fe805f,1.0,0.3704958545918367,0.0,292.0948181152344,1.347866773605347,290.674560546875,293.9178466796875,0.1437509655952453,0.1013612151145935,0.2774806022644043,3.2432861328125,1.420257568359375,-12.104108810424805,-19.02682876586914,-3.533292531967163,-6.529250621795654,5.705761432647705,4.844447135925293,local_kuro_layers_only,1111002_1_1bbec132e3055dd2abcef3e215fe805f,31586,0.0,0.0,0.10694355867346939,5.031271576881409,0.9252136752136753,0.08618233618233617,0.5056980056980057,0.5963541666666666,strong_signal,no_or_trace_memory,mid_ambiguity,other,strong_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,22e6ceecdd41582b8f6790b140344385,observed_deep_sar_only,r19,0.85,50176,1717,0,177,201,1540,48258,0.4682539682539682,0.1030867792661619,0.1689737470167064,0.0922836287799791,0.1170646476412347,0.8969132207338381,observed_existing_model_output,22e6ceecdd41582b8f6790b140344385,1.0,0.0342195471938775,0.0,293.1037902832031,1.2350523471832275,291.714111328125,294.8099365234375,0.1493911147117614,0.0912635326385498,0.2845723628997803,3.0958251953125,1.389678955078125,-8.481987953186035,-15.052831649780272,-7.406136035919189,-10.067627906799316,2.065509557723999,2.7172131538391118,local_kuro_layers_only,1111002_1_22e6ceecdd41582b8f6790b140344385,48459,0.0040058992346938774,0.00414783631523556,0.007533482142857143,8.736881971359253,0.4366096866096866,0.03205128205128205,0.2343304843304843,0.5755208333333334,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,2349f8db796d574ab22e48fbae443d93,observed_deep_sar_only,r19,0.85,50176,8471,0,314,8,8157,41697,0.9751552795031057,0.037067642545154,0.0714204480837029,0.0370326689468097,0.0009443985361822,0.962932357454846,observed_existing_model_output,2349f8db796d574ab22e48fbae443d93,1.0,0.1688257334183673,0.0,292.7796630859375,1.13068425655365,291.4154052734375,294.2800598144531,0.1403673589229583,0.0809182003140449,0.2439384013414383,2.864654541015625,1.3642578125,-10.00444793701172,-17.0384521484375,-6.87782621383667,-10.10531520843506,3.69584584236145,3.676470518112183,local_kuro_layers_only,1111002_1_2349f8db796d574ab22e48fbae443d93,41705,0.00015943877551020407,0.00019182352235942932,0.006417410714285714,8.491570711135864,0.7528490028490029,0.03774928774928776,0.39529914529914534,0.3776041666666667,moderate_signal,no_or_trace_memory,mid_ambiguity,other,moderate_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,2b3f6cd4aaea54da817932c822b51acd,observed_deep_sar_only,r19,0.85,24747,0,243,0,888,0,23859,0.0,0.0,0.0,0.0,,,observed_existing_model_output,2b3f6cd4aaea54da817932c822b51acd,0.4932039221938775,0.0,0.0098193720450963,293.6636047363281,1.7767572402954102,292.3416442871094,295.4935913085937,0.1695877462625503,0.1263709515333175,0.2998051643371582,3.151947021484375,1.32196044921875,-8.383550643920898,-14.445533752441406,-5.935906410217285,-7.4160895347595215,1.7762720584869385,2.1930630207061768,local_kuro_layers_only,1111002_1_2b3f6cd4aaea54da817932c822b51acd,24747,0.03588313734998182,0.03588313734998182,0.03588313734998182,6.675997972488403,0.306980056980057,0.06623931623931623,0.1866096866096866,0.6067708333333334,no_or_trace_signal,moderate_memory,low_ambiguity,other,no_or_trace_signal__moderate_memory,mixed_transition
1111002,1,Cameroon,Djagala,321814de52915a8da0f64d3d34676cee,observed_deep_sar_only,r19,0.85,50176,15279,0,2331,205,12948,34692,0.9191640378548896,0.152562340467308,0.2616895874263261,0.1505424954792043,0.0134171084495058,0.8474376595326919,observed_existing_model_output,321814de52915a8da0f64d3d34676cee,1.0,0.304508131377551,0.0,292.40771484375,0.988872766494751,291.2198791503906,293.70574951171875,0.1367845684289932,0.0880491062998771,0.2488424479961395,2.485870361328125,1.187835693359375,-9.983194351196287,-17.4617862701416,-5.941765785217285,-9.366411209106444,4.302592754364014,4.649367332458496,local_kuro_layers_only,1111002_1_321814de52915a8da0f64d3d34676cee,34897,0.00408561862244898,0.005874430466802304,0.05054209183673469,7.654088497161864,0.8668091168091168,0.051994301994301995,0.4594017094017094,0.1484375,strong_signal,no_or_trace_memory,mid_ambiguity,other,strong_signal__no_or_trace_memory,signal_rich_low_memory
1111002,1,Cameroon,Djagala,3715be5dbdcf543eaaf673c0304310e7,observed_deep_sar_only,r19,0.85,26126,328,0,0,506,328,25292,0.0,0.0,0.0,0.0,1.5426829268292683,1.0,observed_existing_model_output,3715be5dbdcf543eaaf673c0304310e7,0.5206871811224489,0.012554543366761,0.0,293.4754638671875,1.2227849960327148,291.7784423828125,294.97979736328125,0.1595248281955719,0.0913760587573051,0.289678543806076,3.20135498046875,1.697021484375,-9.111637115478516,-14.909953117370604,-6.216279983520508,-7.645184516906738,1.655883550643921,1.9104552268981931,local_kuro_layers_only,1111002_1_3715be5dbdcf543eaaf673c0304310e7,25798,0.01936767970603996,0.019613923559965888,0.01936767970603996,6.930732250213623,0.23717948717948717,0.06339031339031342,0.1502849002849003,0.7213541666666666,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,435a0ca477645d1ab32800db5b8c4157,observed_deep_sar_only,r19,0.85,50176,1124,0,0,19,1124,49033,0.0,0.0,0.0,0.0,0.0169039145907473,1.0,observed_existing_model_output,435a0ca477645d1ab32800db5b8c4157,1.0,0.0224011479591836,0.0,293.2904663085937,0.9409152269363404,292.1576843261719,294.4986572265625,0.1457657217979431,0.0878830701112747,0.2644780278205871,2.340972900390625,1.132781982421875,-8.650483131408691,-15.08138942718506,-8.277926445007324,-11.660242080688477,1.749457597732544,2.254940986633301,local_kuro_layers_only,1111002_1_435a0ca477645d1ab32800db5b8c4157,49052,0.0003786670918367347,0.0003873440430563484,0.0003786670918367347,9.9690842628479,0.3055555555555556,0.014957264957264904,0.16025641025641024,0.2421875,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
1111002,1,Cameroon,Djagala,553b8a6aacd759a19db76f07444224bb,observed_deep_sar_only,r19,0.85,50176,356,0,0,0,356,49820,0.0,0.0,0.0,0.0,0.0,1.0,observed_existing_model_output,553b8a6aacd759a19db76f07444224bb,1.0,0.007095025510204,0.0,292.92633056640625,1.1232885122299194,291.4949951171875,294.48834228515625,0.1384707391262054,0.0786981657147407,0.2399668544530868,2.99334716796875,1.43133544921875,-7.98085880279541,-14.210240364074709,-7.491340637207031,-11.01558780670166,1.6435399055480957,1.6942265033721924,local_kuro_layers_only,1111002_1_553b8a6aacd759a19db76f07444224bb,49820,0.0,0.0,0.0,9.253464221954346,0.19586894586894588,0.02065527065527062,0.10826210826210825,0.4609375,weak_signal,no_or_trace_memory,low_ambiguity,other,weak_signal__no_or_trace_memory,low_signal_low_memory
