model,architecture,selected_threshold,n_events,valid_pixels_total,flood_pixels_total,selected_tp,selected_fp,selected_fn,selected_tn,selected_precision,selected_recall,selected_f1,selected_iou,best_kuro_threshold_pooled,best_kuro_tp,best_kuro_fp,best_kuro_fn,best_kuro_tn,best_kuro_precision,best_kuro_recall,best_kuro_f1,best_kuro_iou,selected_event_f1_min,selected_event_f1_q10,selected_event_f1_median,best_kuro_event_f1_min,best_kuro_event_f1_q10,best_kuro_event_f1_median,pass_rate_selected_f1_ge_050,pass_rate_selected_f1_ge_060,pass_rate_selected_f1_ge_070,pass_rate_best_kuro_f1_ge_050,pass_rate_best_kuro_f1_ge_060,pass_rate_best_kuro_f1_ge_070
r19,tiny_unet,0.85,14,2148992588,201748537,111485636,70181236,90262901,1877062815,0.6136817063707686,0.5525969985100809,0.5815396741136193,0.409979513350309,0.65,129479163,105043568,72269374,1842200483,0.5520964319659061,0.6417848918527721,0.5935718095467152,0.4220420307100145,0.002055716268769008,0.03650695823937654,0.4382605244997868,0.03389133003225849,0.1363645050763433,0.5605253616763413,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.7142857142857143,0.35714285714285715,0.21428571428571427
r20,aspp_deeplabv3,0.83,14,2148992588,201748537,192077510,446328723,9671027,1500915328,0.3008703550674763,0.9520639547438206,0.45724315771009666,0.29638057351371966,0.95,169096293,305250952,32652244,1641993099,0.3564820809700286,0.8381537507754021,0.5002140155342664,0.333523596509976,0.03274679442091168,0.08772774387061472,0.6010175276921739,0.03313895437482973,0.09791585299226119,0.614435416647565,0.5714285714285714,0.5,0.14285714285714285,0.6428571428571429,0.5,0.21428571428571427
